BUF,SF,TB,MIN,PHI,JAX,PIT,LAC,IND,NE,MIA,CIN,DET,DAL,BAL,DEN,LA,GB,CHI,LV,ATL,NYG,WAS,HOU,CAR,TEN,NO,KC,NYJ,CLE,ARI,SEA
0.2923398818623071,0.2054284473360959,0.17525537296487928,0.14231177418975896,0.13054626964646654,0.09455758475722104,0.07856662292940537,0.07012411090042596,0.06755037590991776,0.05117416189442623,0.039579283158514805,0.027159870029838634,0.025561829794784198,0.01431487865878956,0.013892233161987948,0.00690324372581938,-0.018934124944050636,-0.03849460697806671,-0.0400057902658448,-0.051564138139258885,-0.05200718956923151,-0.05418624609275682,-0.06292802264566237,-0.06787563531712035,-0.08019307088664498,-0.0806781803764018,-0.08502996535248367,-0.09423987107033437,-0.11881967470700763,-0.14109062872089775,-0.2512735347331777,-0.28547051563563774
