MIA,JAX,BAL,DET,PIT,DAL,DEN,TB,SEA,GB,CAR,TEN,CHI,NYG,BUF,NO,ARI,SF,NE,NYJ,HOU,ATL,LA,CLE,PHI,MIN,WAS,LAC,KC,LV,IND,CIN
0.056985186051138004,0.05603687867973586,0.04178687669073236,0.04120606003067863,0.029665136770601508,0.01378287859709243,0.007359499593938099,-0.006713825334496409,-0.023977567696036386,-0.028834238602705127,-0.02915050518398145,-0.03229812194753309,-0.037326667886023034,-0.042902718608204396,-0.04568364299156456,-0.048761863887627654,-0.05585443572494316,-0.07587473710725817,-0.08959261800280452,-0.09087730627612407,-0.09314161466572027,-0.09383598463976013,-0.10343127277321162,-0.11353653932859481,-0.11456264825880244,-0.11477795903286042,-0.1262445677110101,-0.13020334528480715,-0.1362831316416634,-0.137677439974303,-0.1420963425577791,-0.14453026588575493
