IND,GB,LA,KC,TEN,NE,BAL,DEN,SEA,MIN,PHI,TB,CAR,NO,SF,MIA,DAL,BUF,PIT,NYJ,CIN,JAX,CLE,CHI,WAS,DET,HOU,LV,ATL,NYG,LAC,ARI
0.11369264105754187,0.1077047272391225,0.10463262043487792,0.0975242914499805,0.09129957818719912,0.08783147323317712,0.07698417304197755,0.07108769715978852,0.058123431773464504,0.05564636394375842,0.05555670626311715,0.027008779257368873,0.02562707349239067,0.024662564442950573,0.023940232344355872,0.013422790989599233,0.0028887639819801664,-0.012059028451562821,-0.015347261830472886,-0.020777605624091568,-0.03400405030325877,-0.0344218844610819,-0.044958519543510225,-0.0497574420322652,-0.06257528110103026,-0.06456757882291644,-0.06622266912968536,-0.0708987499515617,-0.09393597549761766,-0.10455028989231877,-0.11886059531966019,-0.15780298036498971
