IND,KC,SEA,GB,TEN,MIN,CIN,PHI,LA,SF,NE,DEN,WAS,NYJ,CAR,NO,LAC,JAX,MIA,DAL,TB,LV,CLE,HOU,BAL,PIT,CHI,BUF,NYG,ATL,ARI,DET
0.173117593033634,0.14693205096943557,0.1023327761829413,0.09325187071632632,0.09234268022319411,0.09061545292758788,0.07514237452555736,0.05651826021280663,0.05261973491132573,0.038035907859413465,0.031486240878951285,0.03023280514502672,0.020052040044846658,0.019528401236119174,0.0183115767803943,0.013615772625681737,0.00635523717759469,0.00328532339924021,-0.013488094203332433,-0.01474022634137713,-0.015483781722228356,-0.01706666432597409,-0.029416253058923737,-0.030381044437990237,-0.030728792146046787,-0.041288447513893343,-0.04797890875191749,-0.05282772445244907,-0.06884827869236343,-0.07033856337659394,-0.0762003847497983,-0.08341939450213234
