IND,TEN,KC,SEA,GB,CIN,MIN,NE,LA,CAR,SF,NYJ,NO,PHI,WAS,TB,JAX,PIT,DAL,DEN,CLE,MIA,BAL,LAC,HOU,LV,ARI,DET,BUF,NYG,CHI,ATL
0.22263571594668757,0.14579918055275634,0.13273158249870776,0.1051891796032565,0.08259282729833357,0.0713386236841752,0.06432251857340607,0.052935116067207355,0.047194151221738374,0.028250024110516997,0.026398795106186285,0.015179343229592211,0.012082177996442275,-0.010400634006084236,-0.014309813307337764,-0.026001622679173192,-0.031981232104404886,-0.03259898859952619,-0.03474669851957713,-0.03502361353115452,-0.04287228881137391,-0.044362392425138786,-0.0685268735338728,-0.07525840706318898,-0.07723604225894289,-0.08105393612237251,-0.09453318530502938,-0.0957388033896332,-0.09793638642714342,-0.09890887106502091,-0.12674004539563336,-0.19812373358478372
