PHI,KC,ATL,LAC,MIN,DEN,GB,LV,CHI,SEA,CIN,WAS,IND,JAX,SF,HOU,MIA,BAL,LA,BUF,DAL,NYJ,CAR,NO,TEN,TB,NE,CLE,NYG,ARI,PIT,DET
0.18452928250881614,0.17272145073304393,0.16587100225136817,0.16469097134290345,0.1402448440456237,0.13908339240886436,0.12371433783571775,0.1065654309518636,0.10069547665341627,0.091926581010641,0.08270670411666026,0.08234414743116772,0.07410735865495217,0.06830269440567852,0.06764524639578126,0.05806324870723807,0.05006710150517742,0.0470521015663521,0.04467478353162281,0.029640188886194116,0.02525496480993121,0.024540147415364755,0.015418938884658714,0.013846521336261852,0.010605360836110522,-0.008227883170361647,-0.009029124502378444,-0.01276851455879277,-0.022997318568773906,-0.047890828380707504,-0.06560481594170751,-0.07336709594376548
