BAL,LA,NE,BUF,TB,DEN,PHI,NO,GB,CLE,CAR,TEN,DAL,PIT,SF,CHI,MIA,ATL,DET,MIN,KC,LV,HOU,IND,NYJ,NYG,SEA,WAS,JAX,CIN,ARI,LAC
0.1449376799460692,0.1344312358148461,0.13143574810469794,0.08823095990587895,0.07029461978628201,0.06531688911177012,0.060413347588761684,0.04335606125651758,0.03814073424020965,0.03630892194029282,0.028617743460880952,0.026493138568534393,0.02291383262663689,0.022010211899822444,0.020989000853803924,0.016179626558384886,0.013398985051647057,0.01290869437831926,0.010663475856669047,0.008580722075737918,-0.0035547998369725893,-0.01099458252423327,-0.011988011431493112,-0.014388037643309013,-0.018346481730547447,-0.03136819429199872,-0.051115008798644085,-0.06053123510934069,-0.08789036873997068,-0.0918208558120313,-0.10273999405266238,-0.12770548210887994
