LA,SEA,HOU,IND,SF,JAX,DET,BUF,GB,NE,PHI,PIT,KC,LAC,DEN,CHI,BAL,TB,MIN,ARI,DAL,CAR,NYG,ATL,CIN,MIA,WAS,NO,TEN,CLE,LV,NYJ
0.1780142800295751,0.14294208411770132,0.10622668691771847,0.10519833912735273,0.09053974784709129,0.08992560956885828,0.07647659955914657,0.07618483949770641,0.06906023533599151,0.06007841303471181,0.04039640184346612,0.03942053006275918,0.03757792427212399,0.029548692754339037,0.025311572692804617,0.017994521526006946,-0.009188557009288056,-0.015259318136522048,-0.01701404476641495,-0.04348884186346776,-0.04476807204733753,-0.054377353788046486,-0.060405115203136094,-0.06358978227872825,-0.07143980951523428,-0.08753309475912169,-0.08876895106138621,-0.10086968758473264,-0.10946683732753974,-0.11794451642167172,-0.14372580705808655,-0.16224451298840742
