HOU,SEA,MIN,CLE,LA,PHI,JAX,LAC,NO,DEN,NE,DET,PIT,SF,CHI,LV,TB,IND,BAL,KC,GB,ARI,ATL,TEN,CAR,BUF,NYG,MIA,CIN,WAS,NYJ,DAL
0.14589071821701893,0.11151112351074319,0.10680300694840855,0.0946951106665905,0.08141267926300556,0.07597311486424234,0.06958131063976217,0.06005841448671523,0.05636993711454685,0.04218147753385941,0.03611620197247208,0.03304309941928029,0.03253908250893028,0.018719300225539977,0.0180219209868158,0.0147363591212653,0.012072130907001152,0.011010036930065512,0.008516445654648909,0.007344990650066968,-0.0018143746705731323,-0.007668418022402583,-0.01105079122990197,-0.012071619036848516,-0.018191886509390666,-0.019525832663940004,-0.03453889546657679,-0.0461607184975661,-0.05407850171160125,-0.07179837586413573,-0.07816381204005811,-0.11114718247102655
