IND,BUF,CHI,BAL,KC,TB,LA,PIT,NYG,WAS,JAX,CAR,CIN,ATL,DEN,LAC,DET,TEN,GB,PHI,MIA,DAL,ARI,SF,MIN,CLE,HOU,SEA,NYJ,NE,NO,LV
0.15147723807970023,0.13010511765576555,0.10117850805369974,0.0873836929631211,0.07735718282140813,0.06209932973774658,0.059861625901780374,0.058872523940575947,0.05884683754822517,0.05877634295944127,0.058059188150442,0.03700369543767635,0.03056472697323232,0.026239391797628343,0.02578305856895168,0.02471649971338761,0.021871552702455426,0.017378565665860046,0.01139878142867762,0.009653956767229271,0.00786009868459883,0.007264861439204684,0.006358257501215089,0.00033140548549811383,-0.004540395750411683,-0.01677490008436383,-0.02861018759692155,-0.0325755623068324,-0.03438348450919071,-0.052860361742637293,-0.11398099992085126,-0.16255830413806718
