LA,SF,GB,DAL,BUF,SEA,NE,IND,DET,KC,JAX,PIT,DEN,CIN,HOU,CHI,WAS,PHI,LAC,ARI,MIA,NYG,CAR,TB,BAL,ATL,NYJ,TEN,LV,NO,MIN,CLE
0.11623982171138163,0.11480068374638075,0.1135814434118127,0.08418518257768987,0.08169202501943722,0.07592180857192449,0.06916546598636501,0.06393998135059477,0.050529639115393196,0.004658421703427867,0.0005201318765229862,-0.02047004137103617,-0.044837258760636566,-0.04607950397592687,-0.04729289354156045,-0.053932197276971974,-0.05630777373494518,-0.057029445638200796,-0.059786636707226386,-0.061249010876929834,-0.06833426407033866,-0.07016334369770748,-0.07448524924716163,-0.07509847997526538,-0.07757242591739243,-0.09353989837670099,-0.11047034645202806,-0.15243847473633088,-0.16541303089410414,-0.18186405914895934,-0.18309177065276297,-0.30564094051635365
