LA,SF,IND,NO,DEN,WAS,ARI,ATL,BAL,BUF,CAR,CHI,CLE,DAL,DET,GB,HOU,JAX,KC,LAC,NE,NYG,NYJ,PHI,PIT,TB,TEN,CIN,MIA,MIN,SEA,LV
0.4218954447620737,0.29605525506800906,0.1625689005612886,0.1625689005612886,0.16256890056128856,0.16256890056128856,0.16256890056128853,0.16256890056128853,0.16256890056128853,0.16256890056128853,0.16256890056128853,0.16256890056128853,0.16256890056128853,0.16256890056128853,0.16256890056128853,0.16256890056128853,0.16256890056128853,0.16256890056128853,0.16256890056128853,0.16256890056128853,0.16256890056128853,0.16256890056128853,0.16256890056128853,0.16256890056128853,0.16256890056128853,0.16256890056128853,0.16256890056128853,0.1625689005612885,0.16256890056128848,0.16256890056128848,0.029082546054568,-0.09675764363949665
