LV,SF,LAC,TB,CLE,DEN,ATL,BAL,BUF,CAR,CHI,CIN,DAL,DET,GB,HOU,IND,KC,MIA,MIN,NE,NO,NYG,NYJ,PHI,PIT,WAS,ARI,JAX,TEN,SEA,LA
-0.045933841542428966,-0.06696952362829747,-0.16256890056128848,-0.16256890056128848,-0.1625689005612885,-0.1625689005612885,-0.16256890056128853,-0.16256890056128853,-0.16256890056128853,-0.16256890056128853,-0.16256890056128853,-0.16256890056128853,-0.16256890056128853,-0.16256890056128853,-0.16256890056128853,-0.16256890056128853,-0.16256890056128853,-0.16256890056128853,-0.16256890056128853,-0.16256890056128853,-0.16256890056128853,-0.16256890056128853,-0.16256890056128853,-0.16256890056128853,-0.16256890056128853,-0.16256890056128853,-0.16256890056128853,-0.16256890056128856,-0.1625689005612886,-0.1625689005612886,-0.25816827749427956,-0.2792039595801481
