SF,LV,NYG,ARI,ATL,BAL,CAR,CHI,CIN,CLE,DAL,DEN,DET,GB,IND,KC,LAC,MIA,MIN,NE,NO,NYJ,PHI,PIT,TB,BUF,HOU,JAX,TEN,WAS,LA,SEA
0.25228949530727574,0.1414876041567828,0.06308639332719412,0.06308639332719407,0.06308639332719407,0.06308639332719407,0.06308639332719407,0.06308639332719407,0.06308639332719407,0.06308639332719407,0.06308639332719407,0.06308639332719407,0.06308639332719407,0.06308639332719407,0.06308639332719407,0.06308639332719407,0.06308639332719407,0.06308639332719407,0.06308639332719407,0.06308639332719407,0.06308639332719407,0.06308639332719407,0.06308639332719407,0.06308639332719407,0.06308639332719407,0.06308639332719405,0.06308639332719404,0.06308639332719404,0.06308639332719404,0.06308639332719404,-0.015314817502394662,-0.12611670865288763
