SF,LA,ATL,NO,CIN,DET,KC,ARI,BAL,BUF,CAR,CHI,CLE,DAL,DEN,GB,HOU,JAX,LAC,MIA,NE,NYG,PIT,TEN,WAS,MIN,NYJ,TB,IND,PHI,LV,SEA
0.370995410831484,0.028217558937806933,-0.09591731193440131,-0.09591731193440131,-0.09591731193440133,-0.09591731193440133,-0.09591731193440133,-0.09591731193440134,-0.09591731193440134,-0.09591731193440134,-0.09591731193440134,-0.09591731193440134,-0.09591731193440134,-0.09591731193440134,-0.09591731193440134,-0.09591731193440134,-0.09591731193440134,-0.09591731193440134,-0.09591731193440134,-0.09591731193440134,-0.09591731193440134,-0.09591731193440134,-0.09591731193440134,-0.09591731193440134,-0.09591731193440134,-0.09591731193440135,-0.09591731193440135,-0.09591731193440135,-0.09591731193440137,-0.09591731193440137,-0.2200521828066096,-0.5628300347002867
