SF,LA,ATL,DET,HOU,KC,CLE,BAL,CAR,DAL,DEN,GB,JAX,LAC,MIA,NE,NO,TEN,BUF,CIN,NYJ,ARI,CHI,MIN,NYG,PHI,PIT,TB,WAS,IND,LV,SEA
0.6390064781515288,0.19002061391935704,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,-0.19002061391935696,-0.6390064781515287
