Player,POS,GP,Total EPA,EPA per Game,EPA per Play,Total Passing EPA,EPA per Completion,EPA per Attempt,Rushing EPA,EPA per Carry,Receiving EPA,EPA per Reception,EPA per Target
Tua Tagovailoa,QB,4,71.50489321849655,17.876223304624137,0.48642784502378605,83.75892760510264,0.8634940990216767,0.6158744676845782,-12.254034386606097,-1.1140031260550998,0,0,0
Brock Purdy,QB,4,55.30179903445589,13.825449758613972,0.4459822502778701,50.28264721130374,0.6207734223617746,0.4489522072437834,5.019151823152152,0.418262651929346,0,0,0
Josh Allen,QB,4,41.60843802676047,10.402109506690117,0.2755525697136455,30.225923291965945,0.2992665672471876,0.22389572808863661,11.382514734794523,0.7114071709246577,0,0,0
Baker Mayfield,QB,4,28.340482782226406,7.0851206955566015,0.1914897485285568,31.074752716505415,0.3571810657069588,0.24859802173204332,-2.734269934279008,-0.11888130149039167,0,0,0
Dak Prescott,QB,4,25.32608718950926,6.331521797377315,0.17228630741162762,23.599335433923148,0.24329211787549637,0.1735245252494349,1.726751755586112,0.1569774323260102,0,0,0
Justin Herbert,QB,4,25.124613811055653,6.281153452763913,0.15227038673367063,21.19110672843401,0.20573890027605837,0.14614556364437248,3.9335070826216434,0.19667535413108217,0,0,0
Russell Wilson,QB,4,21.487260680384757,5.371815170096189,0.15026056419849482,13.797438905904738,0.1550274034371319,0.10452605231746014,7.689821774480019,0.6990747067709108,0,0,0
Kirk Cousins,QB,4,18.606126709641888,4.651531677410472,0.11485263401013511,21.544737646742988,0.19948831154391655,0.13722762832320373,-2.938610937101099,-0.5877221874202199,0,0,0
Matthew Stafford,QB,4,16.389642220253663,4.097410555063416,0.09312296716053217,10.154024673280816,0.09858276381826035,0.061168823333016965,6.235617546972845,0.6235617546972845,0,0,0
Patrick Mahomes,QB,4,13.679204566156836,3.419801141539209,0.08240484678407732,9.457560945406483,0.10279957549354872,0.06613678982801736,4.221643620750353,0.1835497226413197,0,0,0
C.J. Stroud,QB,4,12.848277448471155,3.2120693621177887,0.07739926173777804,13.395610990763027,0.14250649990173433,0.08871265556796706,0.21618249040437099,0.01544160645745507,-0.7635160326962431,-0.7635160326962431,-0.7635160326962431
Jalen Hurts,QB,4,10.819559680536525,2.704889920134131,0.06364446870903838,6.474483435468132,0.07357367540304695,0.04980371873437025,4.345076245068393,0.10862690612670982,0,0,0
Jimmy Garoppolo,QB,3,8.290417139991956,2.7634723799973187,0.07821148245275429,10.381543492734755,0.16221161707398055,0.11044195205036973,-2.0911263527427995,-0.1742605293952333,0,0,0
Jordan Love,QB,4,7.479399527862606,1.8698498819656515,0.05053648329636896,-0.28441115625667024,-0.0038433940034685167,-0.0021546299716414413,7.763810684119276,0.48523816775745476,0,0,0
Lamar Jackson,QB,4,6.93796053502706,1.734490133756765,0.04752027763717165,-1.0096383326752605,-0.012944081188144366,-0.009615603168335814,7.947598867702321,0.19384387482200782,0,0,0
Andy Dalton,QB,1,6.171481126819564,6.171481126819564,0.10285801878032606,5.0707928553520185,0.1491409663338829,0.08742746302331067,1.100688271467545,0.5503441357337725,0,0,0
Sam Howell,QB,4,5.602584434632675,1.4006461086581687,0.03710320817637533,-5.912267115885252,-0.06289645867963034,-0.04223047939918037,11.514851550517927,1.0468046864107206,0,0,0
Jared Goff,QB,4,2.4995799620614356,0.6248949905153589,0.017479580154275774,12.464071660078933,0.13696782044042782,0.09514558519144223,-9.964491698017497,-0.8303743081681247,0,0,0
Drew Lock,QB,1,2.1835612667410635,2.1835612667410635,0.31193732382015193,1.22293448765978,0.61146724382989,0.20382241460996334,0.9606267790812835,0.9606267790812835,0,0,0
Joshua Dobbs,QB,4,1.9839255518389602,0.49598138795974006,0.013496092189380682,0.8102398589813777,0.009313101827372158,0.006587315926677868,1.1736856928575825,0.048903570535732604,0,0,0
Taysom Hill,QB,4,1.2833797483128042,0.32084493707820105,0.0475325832708446,0.3512794094592085,0.17563970472960425,0.17563970472960425,2.8622004089330795,0.14311002044665397,-1.930100070079484,-0.6433666900264946,-0.3860200140158968
Gardner Minshew,QB,3,-1.2525618633653004,-0.4175206211217668,-0.017641716385426765,-0.27806681171589975,-0.006044930689476082,-0.0040299537929840545,-0.9744950516494006,-0.4872475258247003,0,0,0
Mitchell Trubisky,QB,1,-1.2604917473233643,-1.2604917473233643,-0.25209834946467286,-1.2604917473233643,-0.4201639157744548,-0.25209834946467286,0.0,0.0,0,0,0
Kyle Allen,QB,3,-2.1633228358861074,-0.7211076119620358,-0.30904611941230103,0.0,0.0,0.0,-2.1633228358861074,-0.30904611941230103,0,0,0
Bailey Zappe,QB,1,-2.2025008736627836,-2.2025008736627836,-0.24472231929586485,-2.2025008736627836,-0.5506252184156959,-0.24472231929586485,0.0,0.0,0,0,0
Anthony Richardson,QB,3,-3.553355472691778,-1.1844518242305926,-0.037403741817808187,-1.9272689974917823,-0.04700656091443371,-0.026767624965163644,-1.6260864751999957,-0.0706994119652172,0,0,0
Cooper Rush,QB,2,-4.142121193968254,-2.071060596984127,-0.6903535323280424,-0.8897329496164827,-0.4448664748082414,-0.2965776498721609,-3.252388244351772,-1.084129414783924,0,0,0
Aidan O'Connell,QB,1,-5.02094761730107,-5.02094761730107,-0.11954637184050168,-4.350989637473027,-0.18129123489470944,-0.11156383685828274,-0.6699579798280433,-0.22331932660934775,0,0,0
Geno Smith,QB,4,-5.843379124164563,-1.4608447810411407,-0.04426802366791335,-2.4263549110345703,-0.028885177512316312,-0.01972646269133797,-1.8794216554660375,-0.23492770693325468,-1.5376025576639547,-1.5376025576639547,-1.5376025576639547
Jameis Winston,QB,2,-6.665068888690621,-3.3325344443453107,-0.39206287580533067,-6.665068888690621,-0.6665068888690622,-0.39206287580533067,0.0,0.0,0,0,0
Blaine Gabbert,QB,1,-9.079350396742031,-9.079350396742031,-1.297050056677433,-6.700692073682157,-2.233564024560719,-1.3401384147364315,-2.3786583230598737,-1.1893291615299368,0,0,0
Ryan Tannehill,QB,4,-15.623455013528298,-3.9058637533820746,-0.13240216113159575,-10.208890912962742,-0.15237150616362302,-0.09452676771261798,-5.414564100565556,-0.5414564100565556,0,0,0
