BUF,TB,LV,CIN,IND,CAR,NYJ,WAS,SEA,DAL,BAL,NO,CHI,DET,PIT,DEN,MIA,PHI,TEN,MIN,HOU,ARI,CLE,JAX,ATL,SF,LAC,NYG,LA,NE,GB,KC
0.13849119498733048,0.10373923740089436,0.07909857819489599,0.04598438853377143,0.04187084861069898,0.012360049479000088,-0.011209798475763616,-0.020598133135365265,-0.027051010232177593,-0.03600597550400719,-0.036155461744512854,-0.042263802515063315,-0.04312744544288458,-0.0478748926243865,-0.04988086616835065,-0.05732807556097835,-0.0617410728880409,-0.0633819728491801,-0.06671987019948958,-0.0792426491678852,-0.07948435499596956,-0.08576792304970751,-0.09297842382340252,-0.09795654197277216,-0.11395629707485512,-0.1267797271177862,-0.12693892333224768,-0.13751670515969538,-0.147059833888376,-0.1537764269499297,-0.18643188321131335,-0.19355981492390306
