BUF,ARI,CAR,NO,LAC,NE,SF,PHI,DAL,MIN,CHI,DEN,LV,BAL,PIT,CLE,CIN,TB,SEA,GB,LA,TEN,NYG,HOU,NYJ,KC,MIA,WAS,ATL,DET,JAX,IND
0.31693556097663544,0.2662746672355341,0.2084644558450099,0.17702033318920804,0.13917279777473196,0.13640025945674308,0.1215131145574053,0.1172581060824806,0.11458096722501351,0.1119681826562979,0.08381343766109818,0.07802276312776568,0.07772221593230991,0.07516135017356854,0.04252018320909336,0.0422447656881831,0.038920416539037855,0.02527449035436491,0.012867336636704349,0.009087156516972922,-0.0065538971905219415,-0.02482241262806059,-0.029524635982298014,-0.040465820011879094,-0.045328546153433846,-0.07760675304127243,-0.09224210510565836,-0.09699935002640338,-0.10229060568272069,-0.10351274621088938,-0.10483457857361572,-0.1493328310639554
