BUF,ARI,DAL,CAR,LAC,KC,NO,CLE,TB,SEA,BAL,LA,LV,MIN,DEN,SF,PHI,PIT,GB,NE,WAS,NYG,CIN,HOU,CHI,IND,TEN,DET,JAX,MIA,NYJ,ATL
0.20761829042445934,0.17973329494375592,0.16035434984284025,0.09858177923690152,0.0839518976853892,0.0815213450139024,0.07294119345189193,0.05828043124012272,0.05787788858565507,0.05081913872462278,0.03520989087519208,0.032599821687351774,0.03222807254065259,0.028536331397092374,0.017883450818497633,0.017039041256657575,0.012764967515750132,0.004559093146603067,-0.012272473668985685,-0.028255200546797893,-0.03369475547312381,-0.038007165322127015,-0.04070803555227764,-0.06419781063995456,-0.0701954314301125,-0.0795195695977885,-0.09983907916228213,-0.11903479798889398,-0.13798089545441314,-0.14048588491277567,-0.1781552329902098,-0.20583814251354718
