QB Name,GP,Total Adj EPA,Adj EPA Per Touch,Adj EPA Per Play
P.Mahomes,1,57.85984214889305,1.3776152892593583,0.7143190388752229
J.Allen,1,24.23669081229633,0.5770640669594365,0.37287216634302045
R.Wilson,1,27.3023739116713,0.6067194202593622,0.34127967389589126
J.Herbert,1,22.336487748191434,0.5878023091629325,0.28274035124292957
R.Tannehill,1,19.735673654170636,0.5482131570602955,0.24067894700208092
K.Cousins,1,18.05024280207074,0.5469770546082042,0.2375031947640887
G.Smith,1,14.495002309496824,0.40263895304157843,0.22648441108588788
C.Wentz,1,16.599456287982136,0.33876441404045177,0.19999344925279683
L.Jackson,1,12.763127739552306,0.33587178261979755,0.190494443873915
T.Tagovailoa,1,12.827378135292717,0.3375625825077031,0.17571750870263997
T.Lawrence,1,5.318972333316179,0.11081192361075372,0.06648715416645223
M.Mariota,1,3.5136691736635637,0.07808153719252364,0.03904076859626182
B.Mayfield,1,2.1392282838221828,0.06112080810920522,0.03291120436649512
J.Hurts,1,0.39770724470476515,0.007954144894095303,0.004230928135157076
J.Winston,1,0.08216923505689544,0.0019564103584975103,0.0011738462150985064
K.Murray,1,-0.9455640774275982,-0.02149009266880905,-0.012777892938210786
T.Brady,1,-1.4799366039029425,-0.047739890448482016,-0.019732488052039233
J.Brissett,1,-3.5903469464015614,-0.09206017811286055,-0.03779312575159538
M.Ryan,1,-4.955041179754931,-0.0884828782099095,-0.047644626728412805
J.Goff,1,-5.481747480615438,-0.14055762770808813,-0.0676758948224128
M.Trubisky,1,-7.594615951665504,-0.1852345354064757,-0.09736687117519877
T.Lance,1,-8.877213715533287,-0.20644683059379737,-0.10959523105596651
J.Burrow,1,-15.899858526565646,-0.23382144892008302,-0.14587026171161144
M.Jones,1,-10.750353753382154,-0.32576829555703496,-0.1706405357679707
D.Jones,1,-12.761278230029703,-0.3753317126479324,-0.1772399754170792
D.Mills,1,-15.35066616234682,-0.3744064917645566,-0.1784961181668235
A.Rodgers,1,-18.252864948819784,-0.4803385512847312,-0.27243082013163855
J.Flacco,1,-25.943148818580426,-0.41179601299334007,-0.2730857770376887
D.Prescott,1,-25.182503546238546,-0.7869532358199546,-0.3071037017833969
M.Stafford,1,-34.741050594666746,-0.7090010325442193,-0.4342631324333343
D.Carr,1,,,
