BAL,MIA,DET,TEN,TB,PHI,CAR,PIT,LV,NYJ,BUF,WAS,NYG,LAC,NO,CHI,NE,ATL,DEN,GB,DAL,CIN,JAX,IND,KC,SEA,LA,MIN,CLE,SF,ARI
0.15037701918252586,0.1168711182057213,0.0789646124464359,0.07073301995569706,0.06680979283967385,0.055715808124417406,0.046300105053627624,0.03419269039648444,0.01976222309184309,0.017917636217661723,0.01582525825807677,0.010113825656918691,0.003149937798555484,-0.001582903819962578,-0.0072725045879328196,-0.008868903378504624,-0.0185158396991561,-0.021064594880874803,-0.02324146631663772,-0.02802538776024136,-0.035987912338081435,-0.041155384879318996,-0.04350520466967704,-0.048360925300613186,-0.06691274106758549,-0.06766194744206147,-0.0799359461217927,-0.08813640623350633,-0.09469222113766015,-0.10290404813436574,-0.12517224929020132
