BAL,LAC,TEN,PIT,LV,MIA,NYG,CIN,GB,NE,BUF,PHI,NYJ,DEN,CAR,TB,DET,JAX,ATL,KC,CHI,MIN,WAS,NO,LA,SEA,CLE,DAL,ARI,IND,SF
0.141353085640101,0.06025633634134589,0.05518412090846375,0.017765431752453875,-0.002780455761233397,-0.00547648271388948,-0.014864491953689357,-0.02632772380996168,-0.03345443823497088,-0.04300927346716808,-0.051736452149334256,-0.052806616573606885,-0.07703308987096232,-0.08061969691684677,-0.08347153372364617,-0.09100887229479032,-0.09147986970365947,-0.09295992612401277,-0.0953308455077375,-0.09882401437549806,-0.10085146891987605,-0.12167639485956816,-0.1264102838982387,-0.1453259036680768,-0.15786153394967267,-0.16959292280375593,-0.17356709616348115,-0.19565098324693758,-0.20264336180974307,-0.20459665455730924,-0.2282717611577744
