LA,MIN,PHI,DEN,DAL,CIN,LV,IND,JAX,SEA,PIT,BAL,NO,TB,TEN,SF,GB,NYJ,DET,CHI,WAS,KC,CLE,CAR,NYG,NE,BUF,MIA,ARI,ATL,LAC
0.23654860951019374,0.2093473385033971,0.20234565174612396,0.17928009858624105,0.15740461108911966,0.1464707624374505,0.1438583309074918,0.13954059183124592,0.1393280494570345,0.13504608626823,0.1313299072186026,0.12913706814779796,0.11688866915295937,0.11327853970004421,0.11138268865473425,0.08870333396997439,0.08791553853324985,0.07712484059132665,0.07643003420274284,0.05182775756090445,0.04776466049095425,0.047077302199877435,0.04583745062591199,0.03427539943881583,0.0256594239799659,0.024424242622066272,0.023797519106447312,0.012611301439684766,-0.035272657550487446,-0.05848574988480065,-0.13032279250013157
