LA,IND,MIN,LV,SF,DEN,GB,JAX,PHI,NYG,TEN,NE,NO,KC,SEA,WAS,DAL,TB,BAL,PIT,NYJ,ARI,CAR,BUF,MIA,CLE,CHI,CIN,DET,ATL,LAC
0.15569679432197528,0.13589302359852745,0.1041053222018832,0.10212162847489423,0.07530386209873224,0.06421787723894916,0.060424086521540535,0.05749541052612423,0.04987424785422866,0.0376812246541903,0.03626044650659064,0.034661983303584,0.031831994143864444,0.031174898621701523,0.017603752216572774,0.01560912203867408,0.008288955161500276,0.00828394319159817,0.007097468064601705,0.005399051314659899,0.0031125601890674426,-0.03767926279612123,-0.04019721634258969,-0.041879284725762946,-0.05606576340415302,-0.060424639858967066,-0.06759935366440642,-0.07460429234997051,-0.07905429925502559,-0.08650846340754852,-0.09480368886501758
