BAL,MIA,DET,TB,PHI,CAR,TEN,WAS,NYJ,NO,BUF,DAL,LV,PIT,CHI,NYG,IND,DEN,ATL,NE,JAX,GB,LAC,SEA,LA,SF,KC,CIN,CLE,MIN,ARI
0.16858748826179332,0.16713723755968507,0.15422745738555893,0.1338209743944213,0.10354828058638045,0.1009165301948424,0.07992932639062346,0.07193247873191025,0.0587673664271756,0.0528084017871607,0.04392531052955272,0.040482439370296,0.03714256456498681,0.036656225754849704,0.0303233633535238,0.026728891882485374,0.02307994546371119,0.00803834732699988,0.007901738788557683,-0.010781863916173813,-0.021945945898590592,-0.02225197317683167,-0.02672329997194884,-0.03126429172024357,-0.040579652003083264,-0.04764989702303522,-0.05461068032813674,-0.05686544172158624,-0.06794563230487909,-0.06933922815958374,-0.10032961173086292
