QB Name,Total Adj EPA,Adj EPA Per Touch,Adj EPA Per Play
A.Dalton,88.60319888871932,0.1913676001916184,0.08422357308813623
C.Newton,125.79665619726451,0.17115191319355716,0.08184557982905954
C.Palmer,111.4277202005305,0.16532302700375445,0.07369558214320801
R.Wilson,87.3323902813677,0.1202925485969252,0.05924856871191838
T.Brady,91.32261778378748,0.1128833347141996,0.059108490474943355
D.Brees,78.11782807177191,0.11420735098212267,0.05821000601473317
B.Roethlisberger,68.76637098986134,0.11461061831643557,0.058030692818448394
K.Cousins,69.4936804102419,0.1060972220003693,0.0493212777929325
R.Fitzpatrick,66.42619238106997,0.10362900527468014,0.048065262214956564
T.Taylor,48.46020512047791,0.09212966752942568,0.0418843605189956
B.Weeden,14.677647804400973,0.08841956508675285,0.030900311167159942
M.Ryan,34.82674946611331,0.05091630038905455,0.025683443559080615
J.Winston,32.906700570754225,0.052904663297032514,0.024557239231906138
E.Manning,27.066152452796175,0.04070098113202432,0.019430116620815632
A.Smith,26.55160664889004,0.038148860127715574,0.01859356207905465
P.Rivers,26.56794484442188,0.03669605641494735,0.018527158189973417
J.Cutler,6.863486672343345,0.01234440048982616,0.005442891889249283
M.Mariota,1.2806239141981228,0.002858535522763667,0.0013054270277248958
J.McCown,0.020468276581953604,5.967427574913587e-05,2.807719695741235e-05
C.Keenum,-0.7528578015328797,-0.005339417032148084,-0.0019864321940181525
A.Rodgers,-6.472735676885254,-0.008351917002432586,-0.00412276157763392
M.Stafford,-7.03722792930996,-0.010318516025381173,-0.005263446469192192
T.Bridgewater,-9.365969185999749,-0.016518464172839063,-0.007042082094736653
B.Osweiler,-11.395485196146769,-0.03549995388207716,-0.016256041649282123
A.McCarron,-11.57756906873192,-0.059678191075937734,-0.018435619536197326
R.Tannehill,-27.341563040686804,-0.04099184863671185,-0.021162200495887618
J.Flacco,-18.74510516558194,-0.0418417526017454,-0.021374122195646453
B.Hoyer,-22.34695901875772,-0.049770510064048375,-0.02138464977871552
B.Bortles,-29.15305311059138,-0.040546666356872575,-0.022035565465299608
M.Hasselbeck,-15.694154137624205,-0.0544935907556396,-0.023743047106844484
S.Bradford,-38.90353998215249,-0.06638829348490186,-0.030417154012628997
R.Mallett,-22.207961407576242,-0.08641230119679472,-0.03309681282798248
D.Carr,-44.7972674852868,-0.06988653273835695,-0.033380974281137704
J.Manziel,-25.757287678119425,-0.0923200275201413,-0.03632903762781301
A.Luck,-28.999211585134088,-0.08405568575401184,-0.04632461914558161
T.Romo,-16.754044257052392,-0.12789346761108697,-0.04942195946033154
C.Kaepernick,-36.86177798054206,-0.1148341993163304,-0.0525096552429374
B.Gabbert,-34.79333941329158,-0.10263521950823475,-0.05394316188107221
K.Moore,-12.75276271283809,-0.11488975416971252,-0.05544679440364387
P.Manning,-66.04223676760444,-0.15252248676121116,-0.06604223676760444
M.Cassel,-45.3994697886917,-0.19318923314336892,-0.0749166168130226
N.Foles,-111.8165578425737,-0.30220691308803704,-0.13062681990954872
Z.Mettenberger,-73.28411196100677,-0.3857058524263514,-0.13827190936039013
J.Clausen,-45.99386122826425,-0.3216353932046451,-0.1478902290297886
A.Davis,-44.788396861255606,-0.39989640054692505,-0.17029808692492626
