IND,BUF,KC,SEA,DAL,PIT,GB,BAL,DET,SF,PHI,NE,LA,JAX,NYG,CIN,WAS,DEN,TB,LAC,ARI,HOU,MIA,CHI,NYJ,MIN,ATL,CAR,LV,TEN,NO,CLE
0.1257921017088632,0.08671038891206856,0.07317830172727964,0.058715410007821454,0.057378221229315754,0.04147359462476658,0.034613257495119704,0.03351266893236922,0.030114091782376645,0.023603961940441738,0.01442201717910168,0.012323148981264055,0.004629954597369694,0.002383393783021902,-0.01882829017992969,-0.020634247507644376,-0.020844981801955473,-0.024945568946972814,-0.027774939983053512,-0.028250907324713755,-0.03841773642718752,-0.04984745865296554,-0.05304348469594512,-0.05880780212922996,-0.08656363646512419,-0.09123241592330505,-0.09346914344455573,-0.09463587955818104,-0.14344968297227284,-0.14445516095980804,-0.16225377723407552,-0.19924997383349685
