LA,CLE,SEA,DEN,DET,NE,ARI,LV,NO,GB,TB,SF,CAR,PIT,NYJ,CHI,MIN,WAS,KC,PHI,HOU,JAX,MIA,LAC,TEN,IND,BAL,ATL,BUF,DAL,CIN,NYG
0.11937797285636477,0.11915088489431569,0.09895228618862104,0.07315669463679923,0.04884243969904478,0.04234810515120943,0.026689049041870493,0.0224810864115487,0.01601796265189022,0.0020607497915289645,-0.0028944002255689993,-0.009404720016646217,-0.00997245527264777,-0.014748288239392544,-0.017235120341518657,-0.017601491479322447,-0.01922256652887227,-0.033450080665032474,-0.03683049977829283,-0.04071571153225455,-0.041086876647586465,-0.04633280799754608,-0.04829567047538591,-0.048934021022636144,-0.05600760385514787,-0.06500248974198385,-0.06922352147454441,-0.07807110202367055,-0.09007783317253928,-0.10691629277485086,-0.15224824599542572,-0.1693360239869021
