DET,BAL,BUF,PHI,GB,DEN,WAS,MIN,LAC,TB,KC,PIT,SEA,CIN,HOU,LA,ARI,CHI,SF,MIA,NYJ,ATL,NO,IND,DAL,LV,CLE,NE,NYG,JAX,TEN,CAR
0.17376795289698815,0.1491111362969972,0.14589353605485217,0.1254416986938529,0.11828651117101432,0.08408203233336836,0.08313917491795564,0.08304639221925325,0.06567345526991511,0.06116385742279226,0.05779217271299427,0.05032730021858498,0.0328226565724331,0.01731811734261953,0.014980786444893535,0.005425040803131156,-0.0037946972842832286,-0.022551035265249562,-0.032626290036272536,-0.04601188503252238,-0.047629243889870096,-0.04931136867081642,-0.060231635879978214,-0.06469037343691521,-0.06859117889921545,-0.08135536654528974,-0.09921885625861003,-0.10248870425063505,-0.11016002602790116,-0.11120035160874764,-0.11993638146748084,-0.14567159854261114
