DET,BAL,BUF,WAS,CIN,TB,GB,KC,LA,ARI,PIT,LAC,MIA,MIN,DEN,PHI,SF,JAX,ATL,SEA,NYJ,HOU,DAL,CHI,LV,IND,CAR,NE,NO,NYG,TEN,CLE
0.12926497156560096,0.12313004028664898,0.09205385743845715,0.08623886104972468,0.07909117235404614,0.07210523777374692,0.04510983339721744,0.026549242843583024,0.01320360986782472,0.008632151538199323,-0.003696710675529097,-0.006386328340642601,-0.014891348591233075,-0.016613118139852154,-0.01740699477455325,-0.01966715720438056,-0.029564942790435242,-0.03580244246206925,-0.03884206014979284,-0.04429133308002563,-0.048689364910146325,-0.05953228846814056,-0.09047029014842684,-0.10062948641752376,-0.10654901201048285,-0.10990494673743756,-0.11995759615828078,-0.13262377618363524,-0.14233049465982855,-0.15476974544836708,-0.15887065685375468,-0.2442426222417482
