BAL,BUF,WAS,PHI,DET,KC,ARI,GB,NO,JAX,CIN,SF,CAR,TB,ATL,DEN,IND,CLE,LAC,CHI,NYJ,NE,PIT,SEA,HOU,NYG,MIN,TEN,LA,DAL,MIA,LV
0.19125549730987335,0.16612619503363665,0.14017114917229012,0.12453777087522601,0.11785532554996994,0.1038599170189494,0.08266675907905878,0.0804389239806979,0.06207887352178214,0.05646631292974994,0.05214151945803916,0.04941391340599683,0.048401156100231525,0.04596645050722496,0.039762405399670776,0.03701681568061913,0.0276904024195331,0.01513964250810329,0.013174650209793207,0.007711229636626515,-0.0004898307505921962,-0.006712096870124293,-0.007270239007133014,-0.007987640631907524,-0.015306580264555822,-0.018717117342575182,-0.022078846505602406,-0.03562314805124982,-0.037970661608720875,-0.06391715490266793,-0.11789918209192793,-0.1619392323656952
