HOU,MIN,SEA,CLE,DEN,NE,PHI,JAX,LAC,LA,CHI,BUF,NYG,ATL,SF,DET,NO,PIT,CAR,TB,LV,IND,KC,BAL,ARI,TEN,MIA,GB,WAS,CIN,NYJ,DAL
0.22555743955291396,0.19491643932854283,0.16826513759660955,0.14421831662500095,0.12679371728709507,0.12623318540153838,0.12306849745161355,0.11091393282161563,0.08842661013849872,0.06819516314640826,0.05135648505145508,0.0489778972992966,0.045238819462989945,0.04499233762437442,0.04438460172931314,0.04021538908464572,0.02612227551497472,0.021379181824250026,0.017784261044131833,0.007436475212513324,0.0067604981737354325,0.004628444332537535,0.004041940028992531,-0.005967847429148437,-0.027759806904249007,-0.04622266666820675,-0.04867330521277803,-0.054691854196457765,-0.05759229764096087,-0.06615522158847385,-0.11875637961800105,-0.12079019053138357
