IND,BUF,BAL,CHI,NYG,KC,CIN,PIT,TB,LA,WAS,JAX,CAR,LAC,ATL,TEN,DEN,MIA,DAL,SEA,GB,MIN,ARI,SF,PHI,NE,DET,HOU,CLE,NYJ,NO,LV
0.14307551968464782,0.12895917208716645,0.12232240474122032,0.0876725460961786,0.08093918920575463,0.07261977657865588,0.07022596542006007,0.056240911490138684,0.05360590797341476,0.050266465213740744,0.047475122426192326,0.04660365891815637,0.03788787777084258,0.034146597959039446,0.02718157727296354,0.021643458903765483,0.01707248982479017,0.011583149097110435,0.009040113666492836,0.0074752789464576225,0.005495996326894667,0.004564169129924529,0.0015458904410175223,-0.0005584556256266748,-0.0015998940011698534,-0.007441622381188978,-0.012937500996688382,-0.01829232415863624,-0.02051609679262565,-0.03567467706985452,-0.08549381822579363,-0.17975025076192072
