LA,SEA,GB,BUF,DAL,IND,SF,NE,DET,JAX,CHI,KC,WAS,PIT,DEN,CIN,HOU,BAL,NYG,MIA,ARI,PHI,LAC,CAR,TB,ATL,NYJ,TEN,LV,NO,MIN,CLE
0.12308032382898301,0.11689102519354448,0.10843054360750337,0.10211787432600955,0.07856506371471478,0.07659921862763372,0.07242005998781015,0.06798400711290203,0.05570238974400074,0.01681640811449088,-0.013395542914957675,-0.015016010493152446,-0.026791844278779474,-0.027301083893775436,-0.027328758746369954,-0.03599958234247151,-0.04660205596915222,-0.04761055891466694,-0.05140671326199708,-0.05486372750553468,-0.06093844486881493,-0.06567696931083683,-0.0709542117426681,-0.07109353146381325,-0.07483904366933662,-0.08251679734975001,-0.09142981429813596,-0.13944173677270694,-0.17884325259875447,-0.17958634211557947,-0.17965388273742539,-0.3036567564341769
