BUF,IND,LA,SEA,GB,DAL,SF,NE,DET,JAX,CHI,KC,BAL,PIT,CIN,WAS,NYG,DEN,TB,MIA,CAR,LAC,ARI,HOU,ATL,PHI,NYJ,TEN,MIN,NO,LV,CLE
0.10886239665409617,0.10050663761070917,0.10023850279216157,0.06954488785549892,0.0667215567992784,0.06082832262347643,0.04498729533579996,0.03701712808011448,0.0356170045788714,0.02756113695244986,0.021445529271148546,0.01655415270027244,0.015319841722035255,0.0018493611587565087,0.0017605128251089452,-0.001614462384227907,-0.004667326792501928,-0.009074196866710321,-0.029097095980233943,-0.03135948501347426,-0.03360666014972077,-0.033956010915140326,-0.035867031537506054,-0.03600084431211481,-0.04378853242142315,-0.044048058591818616,-0.07164259329390316,-0.08641815364354823,-0.1174250682777098,-0.14567173967900532,-0.17294070272628906,-0.2107384316393781
