BUF,SF,MIA,PHI,SEA,LAC,BAL,TEN,DAL,DEN,JAX,IND,HOU,KC,LA,DET,TB,MIN,ARI,CIN,NO,GB,CAR,WAS,LV,ATL,CLE,CHI,PIT,NYJ,NE,NYG
0.16578886206472696,0.16094705260747064,0.14763779452202083,0.11241975412236323,0.10740770757740305,0.10369314254642602,0.09207342874105416,0.085980262885132,0.0694107118909151,0.06439109775730034,0.06437547251483988,0.06217212437154525,0.06106909695790645,0.059161281772642224,0.05034624929938247,0.04625203320892765,0.03321351180789391,0.0322489697111061,0.02538882255933346,0.003374110017218976,-0.0003410585794398277,-0.0005190898743322736,-0.004236654441824139,-0.00807270432216961,-0.02902693067362047,-0.03169618020638096,-0.031962891158524076,-0.04037589139983474,-0.048083584755944805,-0.07405557553830476,-0.1028019154071163,-0.12157710632628332
