DAL,BAL,CLE,SF,BUF,KC,JAX,PHI,SEA,DET,MIA,MIN,TB,LAC,CIN,NO,HOU,TEN,IND,PIT,NYJ,ATL,LA,GB,ARI,DEN,CAR,LV,NE,NYG,CHI,WAS
0.16062358438346874,0.12099264306559658,0.10143942317251392,0.0974422809421093,0.09412047462509476,0.07763173967019228,0.07461102296103213,0.07430660557307585,0.06944573899203979,0.04713264468156035,0.046508568410240037,0.03811202990747465,0.03597674034656389,0.031587500625756756,0.020632649231054435,0.01070495255330977,0.009907320747665836,-0.005038667315519441,-0.0100371858696445,-0.044014375914271577,-0.049244099864212645,-0.051498364982232044,-0.05442317265577434,-0.058165864041108746,-0.05830776924841248,-0.08256087504809367,-0.08839532892051735,-0.10037263344066884,-0.1047249062016352,-0.12032764634787006,-0.12069397673656543,-0.12473323374312645
