SF,MIA,BUF,LAC,JAX,HOU,PHI,SEA,DAL,TEN,DET,BAL,TB,KC,IND,MIN,DEN,LV,ARI,CIN,CAR,LA,GB,NO,PIT,ATL,WAS,CLE,NYJ,NE,CHI,NYG
0.21227256289246035,0.1548053854369581,0.12722325055515785,0.11928468180796273,0.10394270552483859,0.10356039690213621,0.09985941161164112,0.0959754523185548,0.09547190703005247,0.08983930203879015,0.06627805508421745,0.06035776661279396,0.058584025962880884,0.05364820863551044,0.0485340745561894,0.036075189406190124,0.03209413062597861,-0.014244694922273343,-0.015518165012763513,-0.021454100400454056,-0.021875692586927217,-0.03391023926449503,-0.03754584052236549,-0.04120922365362968,-0.06965779850160879,-0.07078349825260469,-0.07633779905651003,-0.0876390075925681,-0.09683913912824704,-0.13718397126605303,-0.16633791425783134,-0.17646073088327358
