KC,BUF,SF,PHI,CIN,NYG,DET,JAX,DAL,MIA,SEA,CLE,BAL,LV,ATL,PIT,GB,MIN,LAC,CHI,CAR,TB,TEN,NO,WAS,LA,NE,ARI,DEN,NYJ,HOU,IND
0.1605405914096827,0.10088330669480221,0.09504990488551439,0.09233099997486258,0.08359414024593889,0.06731478986248592,0.06629395895953348,0.06209271896059109,0.05728083621371624,0.05391386792970713,0.04639750002884837,0.03765640589337307,0.03631420362361304,0.027372094567936198,0.02687860308708003,0.01856467946057075,0.015273226828031505,0.010656733036310114,0.009473842651547857,-0.012381514665657775,-0.012698453531610573,-0.019128350491086958,-0.026070317051654912,-0.02658992927039147,-0.027324576362993444,-0.03985740734395407,-0.04166575566370619,-0.04850133745451833,-0.055456968772350665,-0.06446751646323542,-0.10455979025990038,-0.11116221364789404
