KC,SF,DET,BUF,CIN,JAX,MIA,DAL,PHI,MIN,SEA,NYG,LV,TB,BAL,GB,PIT,LAC,ATL,CLE,NO,TEN,WAS,NE,CAR,DEN,LA,ARI,NYJ,HOU,CHI,IND
0.18520578632097984,0.1457876812601754,0.1348992194589622,0.11441060810695239,0.10405167154957928,0.0835783578594747,0.07568245807678321,0.06942568855262951,0.054095268395926044,0.0471677579018956,0.045750228665765766,0.03313556026755764,0.023121885511190907,0.01748264901741607,0.002428310560286225,-0.0044933764631484106,-0.0050087046991748145,-0.00503687978506543,-0.005096974214828517,-0.0072499268715753296,-0.009031275352363796,-0.022991718173839486,-0.02614498980138582,-0.0556330541189553,-0.05611899871318825,-0.06675944730698061,-0.0707276331252787,-0.08296751789961007,-0.08924307290090336,-0.09751197900365237,-0.11115510988535446,-0.11352992691744851
