SF,CIN,BUF,PHI,KC,DAL,BAL,JAX,MIA,NE,DET,WAS,GB,SEA,CLE,NYG,NO,LV,NYJ,LAC,PIT,CAR,TB,ATL,MIN,TEN,DEN,LA,ARI,CHI,HOU,IND
0.16721719574686572,0.12678323714606404,0.12167508752994216,0.12045178723084952,0.11597676841048474,0.09918268641532112,0.04689582577862168,0.038016121381781315,0.02722504329615371,0.024996125239468987,0.008207551581159149,-0.0014919791064792916,-0.0028568937276820285,-0.003570369280762868,-0.005604785650697525,-0.006470737696865833,-0.009620561239706726,-0.009969202798067435,-0.011425375075261951,-0.015710507426742928,-0.019824771939014357,-0.02876413732114072,-0.0342185427653837,-0.03955424378664508,-0.040249360836111366,-0.04187728197814096,-0.059106510530270426,-0.06646378589225821,-0.0768703472739178,-0.09420141921623214,-0.10809419134844,-0.11058747266359538
