PHI,NYG,CLE,CHI,KC,BAL,ATL,BUF,PIT,CAR,GB,SEA,DAL,LV,LAC,CIN,ARI,LA,JAX,SF,MIA,NYJ,NE,TEN,WAS,DEN,NO,DET,MIN,IND,HOU,TB
0.163776661476125,0.13225682644341874,0.12601102847038728,0.12096438834306472,0.10811489791251672,0.10048238613989019,0.0871968802271538,0.08102993793550474,0.07171923514355238,0.07096351469352181,0.061505868890379525,0.05106104811162961,0.04772809092990918,0.043558128635468346,0.04282957322121051,0.04194229773992562,0.03574499751408721,0.03233568495774067,0.02866247778013523,0.023948313977516837,0.011495294924202301,-0.002039166712460884,-0.004827788820592711,-0.02168368404107042,-0.02190553240445038,-0.023092086205234105,-0.049872514540460246,-0.057051981952066205,-0.07992665775177907,-0.09753833946872897,-0.11583996091671345,-0.13276027362251952
