SF,BUF,MIA,PHI,TEN,KC,SEA,LA,BAL,HOU,DET,ARI,DAL,LAC,JAX,TB,GB,IND,MIN,DEN,LV,CAR,ATL,PIT,CLE,NO,CHI,NYJ,CIN,WAS,NE,NYG
0.18227090051843434,0.17128181562077469,0.1619602526199043,0.11214082804849108,0.10136684485036544,0.0978687188356259,0.0871004323848471,0.07622935937971015,0.0743298126989552,0.07159641234050798,0.06831387889511062,0.06744699262413062,0.0621382631207836,0.05393546463887214,0.053624250394191525,0.04351026376473123,0.02919092008904311,0.02442933248384678,0.024303274051659156,0.008139438680724791,-0.0008336801942724487,-0.005909353536721229,-0.020856006990124715,-0.037687434390287516,-0.041408165246042,-0.04307123496008532,-0.04694409637719789,-0.06347621562292852,-0.07398699008066602,-0.07520405892600288,-0.1344217905134721,-0.13669716212389693
