SF,BUF,MIA,TEN,HOU,DET,TB,PHI,JAX,DAL,KC,LA,ARI,SEA,LV,BAL,MIN,IND,LAC,GB,DEN,NO,CAR,ATL,PIT,CLE,NYJ,CIN,CHI,WAS,NE,NYG
0.29929170245241277,0.16579577714722998,0.16208222488010762,0.12183149672508009,0.10850448362562302,0.10745506225063389,0.10265779005046029,0.07817072676320704,0.0704472769659485,0.0687041446225269,0.06578594391829404,0.048048457178688816,0.04758821731377474,0.03833586085045926,0.016826841368291285,0.015804765203026455,0.013191740237201195,0.006897716701432557,0.006844121876886627,-0.027302750242763508,-0.030963056827435276,-0.039154753049284126,-0.04279474712637946,-0.0460316443620291,-0.05126233464175768,-0.1071074198115276,-0.10951683784950494,-0.11988654205337024,-0.13122679403877913,-0.1563396791243592,-0.16730856024129728,-0.2228875927846273
