DAL,CLE,BUF,NO,JAX,TB,NYG,GB,PIT,CIN,IND,SF,KC,DET,BAL,NYJ,LV,ATL,CAR,NE,HOU,PHI,SEA,LA,MIN,LAC,WAS,ARI,MIA,TEN,CHI,DEN
0.16830228917285572,0.1466814690318531,0.11266277329011117,0.08790019496766421,0.07360986646754764,0.06348563000809873,0.05542856622184281,0.05339299016269639,0.048943106234693695,0.04155093544393133,0.014863113689545848,0.014212307639387967,0.012874931861600138,0.0128132856446065,0.006648735068927145,-0.008468664237921504,-0.00951177618877709,-0.010766522463980376,-0.01756061563151122,-0.02050971332839104,-0.02672174732761031,-0.04253937710496633,-0.04404367003092577,-0.04776504622431631,-0.04830444618706678,-0.06478200474352747,-0.07473339618431347,-0.0778388576950311,-0.12196570577928585,-0.16284933659054393,-0.1693720854152929,-0.2620397916173496
