Rank,Team,ADJ EPA Per Play
806,CLE ( 2009 ),-0.126
807,LV ( 2006 ),-0.127
808,LV ( 2012 ),-0.127
809,SF ( 2006 ),-0.128
810,IND ( 2017 ),-0.128
811,NE ( 2023 ),-0.128
812,ATL ( 2007 ),-0.131
813,LA ( 2007 ),-0.131
814,JAX ( 2014 ),-0.131
815,CIN ( 2019 ),-0.131
816,KC ( 2008 ),-0.132
817,LV ( 2009 ),-0.132
818,TEN ( 2025 ),-0.133
819,HOU ( 2005 ),-0.135
820,LV ( 2014 ),-0.135
821,CLE ( 2016 ),-0.136
822,IND ( 2011 ),-0.138
823,TB ( 2011 ),-0.139
824,HOU ( 2021 ),-0.14
825,SF ( 1999 ),-0.141
826,LA ( 2016 ),-0.141
827,WAS ( 2023 ),-0.141
828,CLE ( 2017 ),-0.142
829,JAX ( 2020 ),-0.142
830,CLE ( 1999 ),-0.143
831,TEN ( 2012 ),-0.144
832,SF ( 2016 ),-0.144
833,NYJ ( 2021 ),-0.144
834,CIN ( 2002 ),-0.146
835,CAR ( 2024 ),-0.146
836,PHI ( 2012 ),-0.147
837,MIA ( 2019 ),-0.147
838,SF ( 2004 ),-0.151
839,CLE ( 2000 ),-0.155
840,WAS ( 2019 ),-0.156
841,LV ( 2025 ),-0.159
842,NYJ ( 2025 ),-0.16
843,ARI ( 2003 ),-0.161
844,MIA ( 2007 ),-0.162
845,ARI ( 2000 ),-0.163
846,TEN ( 2014 ),-0.164
847,JAX ( 2012 ),-0.166
848,LV ( 2018 ),-0.167
849,JAX ( 2021 ),-0.167
850,JAX ( 2013 ),-0.168
851,NYJ ( 2020 ),-0.168
852,CAR ( 2010 ),-0.172
853,ARI ( 2018 ),-0.173
854,DET ( 2009 ),-0.175
855,ARI ( 2010 ),-0.175
856,KC ( 2012 ),-0.176
857,LA ( 2011 ),-0.178
858,SF ( 2005 ),-0.179
859,DET ( 2008 ),-0.187
860,LA ( 2009 ),-0.204
861,LA ( 2008 ),-0.207
