spread_line,result,normalized_modeled_prob
-9.5,18,0.0042687
-9.5,19,0.0011323
-9.5,20,0.0033485
-9.5,21,0.0072254
-9.5,22,0.0033283
-9.5,23,0.0028763
-9.5,24,0.0060020
-9.5,25,0.0025786
-9.5,26,0.0004999
-9.5,27,0.0020613
-9.5,28,0.0047624
-9.5,29,0.0021094
-9.5,30,0.0018426
-9.5,31,0.0040499
-9.5,32,0.0016819
-9.5,33,0.0002501
-9.5,34,0.0013747
-9.5,35,0.0033041
-9.5,36,0.0014367
-9.5,37,0.0012685
-9.5,38,0.0028590
-9.5,39,0.0011704
-9.5,40,0.0000875
-9.5,41,0.0000078
-9.5,42,0.0000053
-9.5,43,0.0000040
-9.5,44,0.0000030
-9.5,45,0.0000023
-9.5,46,0.0000017
-9.5,47,0.0000013
-9.5,48,0.0000009
-9.5,49,0.0000007
-9.5,50,0.0000005
-9.5,51,0.0000004
-9.5,52,0.0000003
-9.5,53,0.0000002
-9.5,54,0.0000001
-9.5,55,0.0000001
-9.5,56,0.0000001
-9.5,57,0.0000001
-9.5,58,0.0000000
-9.5,59,0.0000000
-9.5,60,0.0000000
-9.5,61,0.0000000
-9.5,62,0.0000000
-9.5,63,0.0000000
-9.5,64,0.0000000
-9.5,65,0.0000000
-9.5,66,0.0000000
-9.5,67,0.0000000
-9.5,68,0.0000000
-9.5,69,0.0000000
-9.5,70,0.0000000
-9.5,71,0.0000000
-9.5,72,0.0000000
-9.5,73,0.0000000
-9.5,74,0.0000000
-9.0,-75,0.0000001
-9.0,-74,0.0000001
-9.0,-73,0.0000001
-9.0,-72,0.0000002
-9.0,-71,0.0000002
-9.0,-70,0.0000003
-9.0,-69,0.0000004
-9.0,-68,0.0000005
-9.0,-67,0.0000007
-9.0,-66,0.0000010
-9.0,-65,0.0000013
-9.0,-64,0.0000018
-9.0,-63,0.0000024
-9.0,-62,0.0000032
-9.0,-61,0.0000042
-9.0,-60,0.0000056
-9.0,-59,0.0000073
-9.0,-58,0.0000095
-9.0,-57,0.0000123
-9.0,-56,0.0000158
-9.0,-55,0.0000203
-9.0,-54,0.0000258
-9.0,-53,0.0000328
-9.0,-52,0.0000413
-9.0,-51,0.0000518
-9.0,-50,0.0000646
-9.0,-49,0.0000802
-9.0,-48,0.0000989
-9.0,-47,0.0001215
-9.0,-46,0.0001499
-9.0,-45,0.0003205
-9.0,-44,0.0022923
-9.0,-43,0.0055037
-9.0,-42,0.0046922
-9.0,-41,0.0061734
-9.0,-40,0.0029321
-9.0,-39,0.0033947
-9.0,-38,0.0072836
-9.0,-37,0.0034285
-9.0,-36,0.0012324
-9.0,-35,0.0043715
-9.0,-34,0.0094947
-9.0,-33,0.0049353
-9.0,-32,0.0057427
-9.0,-31,0.0116830
-9.0,-30,0.0062163
-9.0,-29,0.0072402
-9.0,-28,0.0144483
-9.0,-27,0.0074062
-9.0,-26,0.0034205
-9.0,-25,0.0094878
-9.0,-24,0.0193420
-9.0,-23,0.0105451
-9.0,-22,0.0123817
-9.0,-21,0.0242640
-9.0,-20,0.0124380
-9.0,-19,0.0057154
-9.0,-18,0.0163208
-9.0,-17,0.0335879
-9.0,-16,0.0178026
-9.0,-15,0.0219162
-9.0,-14,0.0444727
-9.0,-13,0.0214267
-9.0,-12,0.0085711
-9.0,-11,0.0342418
-9.0,-10,0.0758643
-9.0,-9,0.0373131
-9.0,-8,0.0339551
-9.0,-7,0.0692198
-9.0,-6,0.0317423
-9.0,-5,0.0086882
-9.0,-4,0.0212555
-9.0,-3,0.0435653
-9.0,-2,0.0208792
-9.0,-1,0.0062387
-9.0,0,0.0008213
-9.0,1,0.0055624
-9.0,2,0.0140155
-9.0,3,0.0272897
-9.0,4,0.0133975
-9.0,5,0.0048736
-9.0,6,0.0103598
-9.0,7,0.0200084
-9.0,8,0.0101345
-9.0,9,0.0086661
-9.0,10,0.0159826
-9.0,11,0.0076864
-9.0,12,0.0025973
-9.0,13,0.0059836
-9.0,14,0.0119531
-9.0,15,0.0058255
-9.0,16,0.0050006
-9.0,17,0.0096942
-9.0,18,0.0044194
-9.0,19,0.0011964
-9.0,20,0.0034634
-9.0,21,0.0074323
-9.0,22,0.0034357
-9.0,23,0.0029672
-9.0,24,0.0061630
-9.0,25,0.0026567
-9.0,26,0.0005268
-9.0,27,0.0021203
-9.0,28,0.0048791
-9.0,29,0.0021656
-9.0,30,0.0018901
-9.0,31,0.0041428
-9.0,32,0.0017233
-9.0,33,0.0002600
-9.0,34,0.0014065
-9.0,35,0.0033742
-9.0,36,0.0014683
-9.0,37,0.0012955
-9.0,38,0.0029175
-9.0,39,0.0012644
-9.0,40,0.0011199
-9.0,41,0.0025350
-9.0,42,0.0010357
-9.0,43,0.0000743
-9.0,44,0.0000043
-9.0,45,0.0000026
-9.0,46,0.0000020
-9.0,47,0.0000015
-9.0,48,0.0000011
-9.0,49,0.0000008
-9.0,50,0.0000006
-9.0,51,0.0000004
-9.0,52,0.0000003
-9.0,53,0.0000002
-9.0,54,0.0000002
-9.0,55,0.0000001
-9.0,56,0.0000001
-9.0,57,0.0000001
-9.0,58,0.0000000
-9.0,59,0.0000000
-9.0,60,0.0000000
-9.0,61,0.0000000
-9.0,62,0.0000000
-9.0,63,0.0000000
-9.0,64,0.0000000
-9.0,65,0.0000000
-9.0,66,0.0000000
-9.0,67,0.0000000
-9.0,68,0.0000000
-9.0,69,0.0000000
-9.0,70,0.0000000
-9.0,71,0.0000000
-9.0,72,0.0000000
-9.0,73,0.0000000
-9.0,74,0.0000000
-8.5,-75,0.0000000
-8.5,-74,0.0000001
-8.5,-73,0.0000001
-8.5,-72,0.0000001
-8.5,-71,0.0000002
-8.5,-70,0.0000002
-8.5,-69,0.0000003
-8.5,-68,0.0000005
-8.5,-67,0.0000006
-8.5,-66,0.0000009
-8.5,-65,0.0000012
-8.5,-64,0.0000016
-8.5,-63,0.0000021
-8.5,-62,0.0000028
-8.5,-61,0.0000038
-8.5,-60,0.0000050
-8.5,-59,0.0000065
-8.5,-58,0.0000085
-8.5,-57,0.0000110
-8.5,-56,0.0000142
-8.5,-55,0.0000183
-8.5,-54,0.0000233
-8.5,-53,0.0000297
-8.5,-52,0.0000375
-8.5,-51,0.0000471
-8.5,-50,0.0000590
-8.5,-49,0.0000734
-8.5,-48,0.0000908
-8.5,-47,0.0001118
-8.5,-46,0.0001384
-8.5,-45,0.0003059
-8.5,-44,0.0022607
-8.5,-43,0.0054453
-8.5,-42,0.0046362
-8.5,-41,0.0061014
-8.5,-40,0.0028838
-8.5,-39,0.0033370
-8.5,-38,0.0071865
-8.5,-37,0.0033643
-8.5,-36,0.0011853
-8.5,-35,0.0042869
-8.5,-34,0.0093511
-8.5,-33,0.0048390
-8.5,-32,0.0056297
-8.5,-31,0.0114941
-8.5,-30,0.0060945
-8.5,-29,0.0070971
-8.5,-28,0.0142025
-8.5,-27,0.0072635
-8.5,-26,0.0033368
-8.5,-25,0.0093021
-8.5,-24,0.0189901
-8.5,-23,0.0103532
-8.5,-22,0.0121415
-8.5,-21,0.0237871
-8.5,-20,0.0122189
-8.5,-19,0.0056444
-8.5,-18,0.0159725
-8.5,-17,0.0327843
-8.5,-16,0.0174393
-8.5,-15,0.0213270
-8.5,-14,0.0430796
-8.5,-13,0.0208873
-8.5,-12,0.0084387
-8.5,-11,0.0321117
-8.5,-10,0.0705528
-8.5,-9,0.0339792
-8.5,-8,0.0357216
-8.5,-7,0.0741706
-8.5,-6,0.0337583
-8.5,-5,0.0088714
-8.5,-4,0.0219584
-8.5,-3,0.0452795
-8.5,-2,0.0216086
-8.5,-1,0.0063400
-8.5,0,0.0008130
-8.5,1,0.0056668
-8.5,2,0.0144059
-8.5,3,0.0281187
-8.5,4,0.0137981
-8.5,5,0.0050127
-8.5,6,0.0106552
-8.5,7,0.0205748
-8.5,8,0.0104364
-8.5,9,0.0089198
-8.5,10,0.0164186
-8.5,11,0.0079189
-8.5,12,0.0027042
-8.5,13,0.0061634
-8.5,14,0.0122622
-8.5,15,0.0059976
-8.5,16,0.0051470
-8.5,17,0.0099319
-8.5,18,0.0045471
-8.5,19,0.0012557
-8.5,20,0.0035605
-8.5,21,0.0075984
-8.5,22,0.0035252
-8.5,23,0.0030426
-8.5,24,0.0062897
-8.5,25,0.0027208
-8.5,26,0.0005519
-8.5,27,0.0021680
-8.5,28,0.0049680
-8.5,29,0.0022099
-8.5,30,0.0019272
-8.5,31,0.0042118
-8.5,32,0.0017550
-8.5,33,0.0002690
-8.5,34,0.0014303
-8.5,35,0.0034244
-8.5,36,0.0014914
-8.5,37,0.0013150
-8.5,38,0.0029579
-8.5,39,0.0012825
-8.5,40,0.0011353
-8.5,41,0.0025679
-8.5,42,0.0010494
-8.5,43,0.0000758
-8.5,44,0.0000047
-8.5,45,0.0000030
-8.5,46,0.0000022
-8.5,47,0.0000017
-8.5,48,0.0000012
-8.5,49,0.0000009
-8.5,50,0.0000007
-8.5,51,0.0000005
-8.5,52,0.0000004
-8.5,53,0.0000003
-8.5,54,0.0000002
-8.5,55,0.0000001
-8.5,56,0.0000001
-8.5,57,0.0000001
-8.5,58,0.0000001
-8.5,59,0.0000000
-8.5,60,0.0000000
-8.5,61,0.0000000
-8.5,62,0.0000000
-8.5,63,0.0000000
-8.5,64,0.0000000
-8.5,65,0.0000000
-8.5,66,0.0000000
-8.5,67,0.0000000
-8.5,68,0.0000000
-8.5,69,0.0000000
-8.5,70,0.0000000
-8.5,71,0.0000000
-8.5,72,0.0000000
-8.5,73,0.0000000
-8.5,74,0.0000000
-8.0,-75,0.0000000
-8.0,-74,0.0000001
-8.0,-73,0.0000001
-8.0,-72,0.0000001
-8.0,-71,0.0000002
-8.0,-70,0.0000002
-8.0,-69,0.0000003
-8.0,-68,0.0000004
-8.0,-67,0.0000006
-8.0,-66,0.0000008
-8.0,-65,0.0000010
-8.0,-64,0.0000014
-8.0,-63,0.0000019
-8.0,-62,0.0000025
-8.0,-61,0.0000033
-8.0,-60,0.0000044
-8.0,-59,0.0000057
-8.0,-58,0.0000075
-8.0,-57,0.0000098
-8.0,-56,0.0000127
-8.0,-55,0.0000163
-8.0,-54,0.0000209
-8.0,-53,0.0000266
-8.0,-52,0.0000337
-8.0,-51,0.0000425
-8.0,-50,0.0000533
-8.0,-49,0.0000665
-8.0,-48,0.0000825
-8.0,-47,0.0001018
-8.0,-46,0.0001266
-8.0,-45,0.0002898
-8.0,-44,0.0022120
-8.0,-43,0.0053444
-8.0,-42,0.0045443
-8.0,-41,0.0059819
-8.0,-40,0.0028139
-8.0,-39,0.0032542
-8.0,-38,0.0070339
-8.0,-37,0.0032749
-8.0,-36,0.0011301
-8.0,-35,0.0041698
-8.0,-34,0.0091353
-8.0,-33,0.0047058
-8.0,-32,0.0054737
-8.0,-31,0.0112164
-8.0,-30,0.0059254
-8.0,-29,0.0068990
-8.0,-28,0.0138472
-8.0,-27,0.0070637
-8.0,-26,0.0032254
-8.0,-25,0.0090440
-8.0,-24,0.0184937
-8.0,-23,0.0100796
-8.0,-22,0.0118081
-8.0,-21,0.0231339
-8.0,-20,0.0119043
-8.0,-19,0.0055240
-8.0,-18,0.0155095
-8.0,-17,0.0317604
-8.0,-16,0.0169521
-8.0,-15,0.0206106
-8.0,-14,0.0414570
-8.0,-13,0.0202227
-8.0,-12,0.0082661
-8.0,-11,0.0302000
-8.0,-10,0.0658565
-8.0,-9,0.0323053
-8.0,-8,0.0374157
-8.0,-7,0.0800660
-8.0,-6,0.0361383
-8.0,-5,0.0090458
-8.0,-4,0.0226134
-8.0,-3,0.0469264
-8.0,-2,0.0222919
-8.0,-1,0.0064096
-8.0,0,0.0008011
-8.0,1,0.0057403
-8.0,2,0.0147397
-8.0,3,0.0288506
-8.0,4,0.0141466
-8.0,5,0.0051274
-8.0,6,0.0109071
-8.0,7,0.0210638
-8.0,8,0.0106976
-8.0,9,0.0091378
-8.0,10,0.0167917
-8.0,11,0.0081206
-8.0,12,0.0028004
-8.0,13,0.0063192
-8.0,14,0.0125238
-8.0,15,0.0061470
-8.0,16,0.0052740
-8.0,17,0.0101309
-8.0,18,0.0046580
-8.0,19,0.0013115
-8.0,20,0.0036445
-8.0,21,0.0077346
-8.0,22,0.0036017
-8.0,23,0.0031068
-8.0,24,0.0063914
-8.0,25,0.0027747
-8.0,26,0.0005759
-8.0,27,0.0022075
-8.0,28,0.0050366
-8.0,29,0.0022456
-8.0,30,0.0019567
-8.0,31,0.0042632
-8.0,32,0.0017798
-8.0,33,0.0002772
-8.0,34,0.0014482
-8.0,35,0.0034601
-8.0,36,0.0015083
-8.0,37,0.0013289
-8.0,38,0.0029855
-8.0,39,0.0012952
-8.0,40,0.0011458
-8.0,41,0.0025896
-8.0,42,0.0010587
-8.0,43,0.0000770
-8.0,44,0.0000053
-8.0,45,0.0000034
-8.0,46,0.0000025
-8.0,47,0.0000019
-8.0,48,0.0000014
-8.0,49,0.0000011
-8.0,50,0.0000008
-8.0,51,0.0000006
-8.0,52,0.0000004
-8.0,53,0.0000003
-8.0,54,0.0000002
-8.0,55,0.0000002
-8.0,56,0.0000001
-8.0,57,0.0000001
-8.0,58,0.0000001
-8.0,59,0.0000000
-8.0,60,0.0000000
-8.0,61,0.0000000
-8.0,62,0.0000000
-8.0,63,0.0000000
-8.0,64,0.0000000
-8.0,65,0.0000000
-8.0,66,0.0000000
-8.0,67,0.0000000
-8.0,68,0.0000000
-8.0,69,0.0000000
-8.0,70,0.0000000
-8.0,71,0.0000000
-8.0,72,0.0000000
-8.0,73,0.0000000
-8.0,74,0.0000000
-7.5,-75,0.0000000
-7.5,-74,0.0000000
-7.5,-73,0.0000001
-7.5,-72,0.0000001
-7.5,-71,0.0000001
-7.5,-70,0.0000002
-7.5,-69,0.0000003
-7.5,-68,0.0000003
-7.5,-67,0.0000005
-7.5,-66,0.0000006
-7.5,-65,0.0000009
-7.5,-64,0.0000012
-7.5,-63,0.0000016
-7.5,-62,0.0000021
-7.5,-61,0.0000029
-7.5,-60,0.0000038
-7.5,-59,0.0000050
-7.5,-58,0.0000066
-7.5,-57,0.0000086
-7.5,-56,0.0000111
-7.5,-55,0.0000144
-7.5,-54,0.0000184
-7.5,-53,0.0000236
-7.5,-52,0.0000299
-7.5,-51,0.0000378
-7.5,-50,0.0000476
-7.5,-49,0.0000595
-7.5,-48,0.0000741
-7.5,-47,0.0000917
-7.5,-46,0.0001143
-7.5,-45,0.0002716
-7.5,-44,0.0021410
-7.5,-43,0.0051881
-7.5,-42,0.0044058
-7.5,-41,0.0058008
-7.5,-40,0.0027159
-7.5,-39,0.0031389
-7.5,-38,0.0068093
-7.5,-37,0.0031530
-7.5,-36,0.0010652
-7.5,-35,0.0040114
-7.5,-34,0.0088265
-7.5,-33,0.0045255
-7.5,-32,0.0052630
-7.5,-31,0.0108249
-7.5,-30,0.0056965
-7.5,-29,0.0066315
-7.5,-28,0.0133517
-7.5,-27,0.0067916
-7.5,-26,0.0030800
-7.5,-25,0.0086940
-7.5,-24,0.0178118
-7.5,-23,0.0097025
-7.5,-22,0.0113557
-7.5,-21,0.0222534
-7.5,-20,0.0114676
-7.5,-19,0.0053414
-7.5,-18,0.0148974
-7.5,-17,0.0304456
-7.5,-16,0.0163021
-7.5,-15,0.0197186
-7.5,-14,0.0395087
-7.5,-13,0.0193841
-7.5,-12,0.0080211
-7.5,-11,0.0282900
-7.5,-10,0.0612684
-7.5,-9,0.0306820
-7.5,-8,0.0406066
-7.5,-7,0.0879790
-7.5,-6,0.0393208
-7.5,-5,0.0092434
-7.5,-4,0.0232280
-7.5,-3,0.0485202
-7.5,-2,0.0229356
-7.5,-1,0.0064486
-7.5,0,0.0007859
-7.5,1,0.0057832
-7.5,2,0.0150171
-7.5,3,0.0294853
-7.5,4,0.0144427
-7.5,5,0.0052173
-7.5,6,0.0111150
-7.5,7,0.0214750
-7.5,8,0.0109173
-7.5,9,0.0093195
-7.5,10,0.0171013
-7.5,11,0.0082910
-7.5,12,0.0028850
-7.5,13,0.0064506
-7.5,14,0.0127378
-7.5,15,0.0062733
-7.5,16,0.0053812
-7.5,17,0.0102915
-7.5,18,0.0047519
-7.5,19,0.0013633
-7.5,20,0.0037152
-7.5,21,0.0078413
-7.5,22,0.0036650
-7.5,23,0.0031596
-7.5,24,0.0064684
-7.5,25,0.0028185
-7.5,26,0.0005986
-7.5,27,0.0022389
-7.5,28,0.0050854
-7.5,29,0.0022728
-7.5,30,0.0019789
-7.5,31,0.0042976
-7.5,32,0.0017977
-7.5,33,0.0002847
-7.5,34,0.0014606
-7.5,35,0.0034817
-7.5,36,0.0015192
-7.5,37,0.0013376
-7.5,38,0.0030007
-7.5,39,0.0013026
-7.5,40,0.0011516
-7.5,41,0.0026005
-7.5,42,0.0010636
-7.5,43,0.0000780
-7.5,44,0.0000058
-7.5,45,0.0000038
-7.5,46,0.0000029
-7.5,47,0.0000022
-7.5,48,0.0000016
-7.5,49,0.0000012
-7.5,50,0.0000009
-7.5,51,0.0000007
-7.5,52,0.0000005
-7.5,53,0.0000003
-7.5,54,0.0000003
-7.5,55,0.0000002
-7.5,56,0.0000001
-7.5,57,0.0000001
-7.5,58,0.0000001
-7.5,59,0.0000001
-7.5,60,0.0000000
-7.5,61,0.0000000
-7.5,62,0.0000000
-7.5,63,0.0000000
-7.5,64,0.0000000
-7.5,65,0.0000000
-7.5,66,0.0000000
-7.5,67,0.0000000
-7.5,68,0.0000000
-7.5,69,0.0000000
-7.5,70,0.0000000
-7.5,71,0.0000000
-7.5,72,0.0000000
-7.5,73,0.0000000
-7.5,74,0.0000000
-7.0,-75,0.0000000
-7.0,-74,0.0000000
-7.0,-73,0.0000001
-7.0,-72,0.0000001
-7.0,-71,0.0000001
-7.0,-70,0.0000001
-7.0,-69,0.0000002
-7.0,-68,0.0000003
-7.0,-67,0.0000004
-7.0,-66,0.0000005
-7.0,-65,0.0000007
-7.0,-64,0.0000009
-7.0,-63,0.0000013
-7.0,-62,0.0000017
-7.0,-61,0.0000023
-7.0,-60,0.0000030
-7.0,-59,0.0000040
-7.0,-58,0.0000052
-7.0,-57,0.0000069
-7.0,-56,0.0000089
-7.0,-55,0.0000116
-7.0,-54,0.0000149
-7.0,-53,0.0000191
-7.0,-52,0.0000243
-7.0,-51,0.0000308
-7.0,-50,0.0000388
-7.0,-49,0.0000487
-7.0,-48,0.0000607
-7.0,-47,0.0000753
-7.0,-46,0.0000943
-7.0,-45,0.0002330
-7.0,-44,0.0018959
-7.0,-43,0.0046072
-7.0,-42,0.0039076
-7.0,-41,0.0051458
-7.0,-40,0.0023981
-7.0,-39,0.0027700
-7.0,-38,0.0060301
-7.0,-37,0.0027771
-7.0,-36,0.0009179
-7.0,-35,0.0035300
-7.0,-34,0.0078011
-7.0,-33,0.0039807
-7.0,-32,0.0046284
-7.0,-31,0.0095558
-7.0,-30,0.0050084
-7.0,-29,0.0058296
-7.0,-28,0.0117753
-7.0,-27,0.0059713
-7.0,-26,0.0026875
-7.0,-25,0.0076428
-7.0,-24,0.0156914
-7.0,-23,0.0085403
-7.0,-22,0.0099873
-7.0,-21,0.0195820
-7.0,-20,0.0101021
-7.0,-19,0.0047195
-7.0,-18,0.0130906
-7.0,-17,0.0267078
-7.0,-16,0.0143428
-7.0,-15,0.0172699
-7.0,-14,0.0344795
-7.0,-13,0.0170100
-7.0,-12,0.0071258
-7.0,-11,0.0243633
-7.0,-10,0.0524317
-7.0,-9,0.0271221
-7.0,-8,0.0450605
-7.0,-7,0.1056505
-7.0,-6,0.0493907
-7.0,-5,0.0101937
-7.0,-4,0.0249622
-7.0,-3,0.0524943
-7.0,-2,0.0246834
-7.0,-1,0.0067702
-7.0,0,0.0008049
-7.0,1,0.0060754
-7.0,2,0.0159731
-7.0,3,0.0314706
-7.0,4,0.0153945
-7.0,5,0.0055368
-7.0,6,0.0118223
-7.0,7,0.0228595
-7.0,8,0.0116299
-7.0,9,0.0099206
-7.0,10,0.0181835
-7.0,11,0.0088360
-7.0,12,0.0031000
-7.0,13,0.0068731
-7.0,14,0.0135261
-7.0,15,0.0066836
-7.0,16,0.0057318
-7.0,17,0.0109155
-7.0,18,0.0050611
-7.0,19,0.0014787
-7.0,20,0.0039544
-7.0,21,0.0083005
-7.0,22,0.0038943
-7.0,23,0.0033555
-7.0,24,0.0068355
-7.0,25,0.0029897
-7.0,26,0.0006497
-7.0,27,0.0023714
-7.0,28,0.0053615
-7.0,29,0.0024023
-7.0,30,0.0020899
-7.0,31,0.0045235
-7.0,32,0.0018962
-7.0,33,0.0003057
-7.0,34,0.0015381
-7.0,35,0.0036578
-7.0,36,0.0015978
-7.0,37,0.0014057
-7.0,38,0.0031489
-7.0,39,0.0013678
-7.0,40,0.0012084
-7.0,41,0.0027264
-7.0,42,0.0011155
-7.0,43,0.0000826
-7.0,44,0.0000068
-7.0,45,0.0000045
-7.0,46,0.0000034
-7.0,47,0.0000026
-7.0,48,0.0000019
-7.0,49,0.0000014
-7.0,50,0.0000011
-7.0,51,0.0000008
-7.0,52,0.0000006
-7.0,53,0.0000004
-7.0,54,0.0000003
-7.0,55,0.0000002
-7.0,56,0.0000002
-7.0,57,0.0000001
-7.0,58,0.0000001
-7.0,59,0.0000001
-7.0,60,0.0000000
-7.0,61,0.0000000
-7.0,62,0.0000000
-7.0,63,0.0000000
-7.0,64,0.0000000
-7.0,65,0.0000000
-7.0,66,0.0000000
-7.0,67,0.0000000
-7.0,68,0.0000000
-7.0,69,0.0000000
-7.0,70,0.0000000
-7.0,71,0.0000000
-7.0,72,0.0000000
-7.0,73,0.0000000
-7.0,74,0.0000000
-6.5,-75,0.0000000
-6.5,-74,0.0000000
-6.5,-73,0.0000000
-6.5,-72,0.0000001
-6.5,-71,0.0000001
-6.5,-70,0.0000001
-6.5,-69,0.0000002
-6.5,-68,0.0000002
-6.5,-67,0.0000003
-6.5,-66,0.0000004
-6.5,-65,0.0000006
-6.5,-64,0.0000008
-6.5,-63,0.0000011
-6.5,-62,0.0000015
-6.5,-61,0.0000020
-6.5,-60,0.0000026
-6.5,-59,0.0000035
-6.5,-58,0.0000046
-6.5,-57,0.0000060
-6.5,-56,0.0000078
-6.5,-55,0.0000101
-6.5,-54,0.0000131
-6.5,-53,0.0000168
-6.5,-52,0.0000215
-6.5,-51,0.0000273
-6.5,-50,0.0000345
-6.5,-49,0.0000434
-6.5,-48,0.0000542
-6.5,-47,0.0000675
-6.5,-46,0.0000848
-6.5,-45,0.0002183
-6.5,-44,0.0018328
-6.5,-43,0.0044658
-6.5,-42,0.0037831
-6.5,-41,0.0049827
-6.5,-40,0.0023117
-6.5,-39,0.0026684
-6.5,-38,0.0058289
-6.5,-37,0.0026700
-6.5,-36,0.0008631
-6.5,-35,0.0033906
-6.5,-34,0.0075257
-6.5,-33,0.0038217
-6.5,-32,0.0044424
-6.5,-31,0.0092070
-6.5,-30,0.0048054
-6.5,-29,0.0055925
-6.5,-28,0.0113343
-6.5,-27,0.0057285
-6.5,-26,0.0025567
-6.5,-25,0.0073314
-6.5,-24,0.0150872
-6.5,-23,0.0082023
-6.5,-22,0.0095852
-6.5,-21,0.0188080
-6.5,-20,0.0097104
-6.5,-19,0.0045467
-6.5,-18,0.0125558
-6.5,-17,0.0255810
-6.5,-16,0.0137749
-6.5,-15,0.0165192
-6.5,-14,0.0328741
-6.5,-13,0.0163027
-6.5,-12,0.0069123
-6.5,-11,0.0229871
-6.5,-10,0.0491679
-6.5,-9,0.0252199
-6.5,-8,0.0367852
-6.5,-7,0.0796146
-6.5,-6,0.0443926
-6.5,-5,0.0106732
-6.5,-4,0.0289108
-6.5,-3,0.0612598
-6.5,-2,0.0286428
-6.5,-1,0.0076436
-6.5,0,0.0008866
-6.5,1,0.0068574
-6.5,2,0.0182772
-6.5,3,0.0361462
-6.5,4,0.0176527
-6.5,5,0.0063143
-6.5,6,0.0135233
-6.5,7,0.0261777
-6.5,8,0.0133250
-6.5,9,0.0113570
-6.5,10,0.0207983
-6.5,11,0.0101276
-6.5,12,0.0035797
-6.5,13,0.0078760
-6.5,14,0.0154510
-6.5,15,0.0076590
-6.5,16,0.0065670
-6.5,17,0.0124548
-6.5,18,0.0057986
-6.5,19,0.0017243
-6.5,20,0.0045279
-6.5,21,0.0094528
-6.5,22,0.0044519
-6.5,23,0.0038341
-6.5,24,0.0077714
-6.5,25,0.0034122
-6.5,26,0.0007588
-6.5,27,0.0027027
-6.5,28,0.0060813
-6.5,29,0.0027320
-6.5,30,0.0023749
-6.5,31,0.0051223
-6.5,32,0.0021520
-6.5,33,0.0003533
-6.5,34,0.0017428
-6.5,35,0.0041340
-6.5,36,0.0018079
-6.5,37,0.0015893
-6.5,38,0.0035547
-6.5,39,0.0015451
-6.5,40,0.0013642
-6.5,41,0.0030747
-6.5,42,0.0012587
-6.5,43,0.0000941
-6.5,44,0.0000084
-6.5,45,0.0000057
-6.5,46,0.0000043
-6.5,47,0.0000032
-6.5,48,0.0000024
-6.5,49,0.0000018
-6.5,50,0.0000014
-6.5,51,0.0000010
-6.5,52,0.0000007
-6.5,53,0.0000005
-6.5,54,0.0000004
-6.5,55,0.0000003
-6.5,56,0.0000002
-6.5,57,0.0000001
-6.5,58,0.0000001
-6.5,59,0.0000001
-6.5,60,0.0000001
-6.5,61,0.0000000
-6.5,62,0.0000000
-6.5,63,0.0000000
-6.5,64,0.0000000
-6.5,65,0.0000000
-6.5,66,0.0000000
-6.5,67,0.0000000
-6.5,68,0.0000000
-6.5,69,0.0000000
-6.5,70,0.0000000
-6.5,71,0.0000000
-6.5,72,0.0000000
-6.5,73,0.0000000
-6.5,74,0.0000000
-6.0,-75,0.0000000
-6.0,-74,0.0000000
-6.0,-73,0.0000000
-6.0,-72,0.0000001
-6.0,-71,0.0000001
-6.0,-70,0.0000001
-6.0,-69,0.0000001
-6.0,-68,0.0000002
-6.0,-67,0.0000003
-6.0,-66,0.0000004
-6.0,-65,0.0000005
-6.0,-64,0.0000007
-6.0,-63,0.0000010
-6.0,-62,0.0000013
-6.0,-61,0.0000017
-6.0,-60,0.0000023
-6.0,-59,0.0000031
-6.0,-58,0.0000041
-6.0,-57,0.0000053
-6.0,-56,0.0000070
-6.0,-55,0.0000091
-6.0,-54,0.0000118
-6.0,-53,0.0000151
-6.0,-52,0.0000194
-6.0,-51,0.0000247
-6.0,-50,0.0000313
-6.0,-49,0.0000395
-6.0,-48,0.0000495
-6.0,-47,0.0000618
-6.0,-46,0.0000780
-6.0,-45,0.0002095
-6.0,-44,0.0018147
-6.0,-43,0.0044332
-6.0,-42,0.0037510
-6.0,-41,0.0049411
-6.0,-40,0.0022824
-6.0,-39,0.0026328
-6.0,-38,0.0057703
-6.0,-37,0.0026291
-6.0,-36,0.0008308
-6.0,-35,0.0033353
-6.0,-34,0.0074348
-6.0,-33,0.0037571
-6.0,-32,0.0043661
-6.0,-31,0.0090842
-6.0,-30,0.0047208
-6.0,-29,0.0054931
-6.0,-28,0.0111717
-6.0,-27,0.0056262
-6.0,-26,0.0024882
-6.0,-25,0.0071998
-6.0,-24,0.0148541
-6.0,-23,0.0080645
-6.0,-22,0.0094183
-6.0,-21,0.0184993
-6.0,-20,0.0095554
-6.0,-19,0.0044808
-6.0,-18,0.0123323
-6.0,-17,0.0250985
-6.0,-16,0.0135482
-6.0,-15,0.0161891
-6.0,-14,0.0321233
-6.0,-13,0.0160089
-6.0,-12,0.0068669
-6.0,-11,0.0222750
-6.0,-10,0.0473750
-6.0,-9,0.0243405
-6.0,-8,0.0339051
-6.0,-7,0.0725635
-6.0,-6,0.0363218
-6.0,-5,0.0106647
-6.0,-4,0.0309581
-6.0,-3,0.0661054
-6.0,-2,0.0307224
-6.0,-1,0.0079525
-6.0,0,0.0008998
-6.0,1,0.0071246
-6.0,2,0.0192763
