spread_line,result,normalized_modeled_prob
2.0,31,0.0071233
2.0,32,0.0031686
2.0,33,0.0007550
2.0,34,0.0025032
2.0,35,0.0055518
2.0,36,0.0025171
2.0,37,0.0021839
2.0,38,0.0046599
2.0,39,0.0020775
2.0,40,0.0018108
2.0,41,0.0039462
2.0,42,0.0016478
2.0,43,0.0002567
2.0,44,0.0013412
2.0,45,0.0032039
2.0,46,0.0013214
2.0,47,0.0001126
2.0,48,0.0000208
2.0,49,0.0000155
2.0,50,0.0000120
2.0,51,0.0000093
2.0,52,0.0000071
2.0,53,0.0000055
2.0,54,0.0000041
2.0,55,0.0000031
2.0,56,0.0000024
2.0,57,0.0000018
2.0,58,0.0000013
2.0,59,0.0000010
2.0,60,0.0000007
2.0,61,0.0000005
2.0,62,0.0000004
2.0,63,0.0000003
2.0,64,0.0000002
2.0,65,0.0000001
2.0,66,0.0000001
2.0,67,0.0000001
2.0,68,0.0000001
2.0,69,0.0000000
2.0,70,0.0000000
2.0,71,0.0000000
2.0,72,0.0000000
2.0,73,0.0000000
2.0,74,0.0000000
2.5,-75,0.0000000
2.5,-74,0.0000000
2.5,-73,0.0000000
2.5,-72,0.0000000
2.5,-71,0.0000000
2.5,-70,0.0000000
2.5,-69,0.0000000
2.5,-68,0.0000000
2.5,-67,0.0000000
2.5,-66,0.0000000
2.5,-65,0.0000000
2.5,-64,0.0000001
2.5,-63,0.0000001
2.5,-62,0.0000001
2.5,-61,0.0000002
2.5,-60,0.0000002
2.5,-59,0.0000003
2.5,-58,0.0000004
2.5,-57,0.0000005
2.5,-56,0.0000007
2.5,-55,0.0000010
2.5,-54,0.0000014
2.5,-53,0.0000018
2.5,-52,0.0000025
2.5,-51,0.0000033
2.5,-50,0.0000044
2.5,-49,0.0000058
2.5,-48,0.0000076
2.5,-47,0.0000099
2.5,-46,0.0000139
2.5,-45,0.0001107
2.5,-44,0.0014129
2.5,-43,0.0035423
2.5,-42,0.0029540
2.5,-41,0.0038906
2.5,-40,0.0017049
2.5,-39,0.0019411
2.5,-38,0.0044272
2.5,-37,0.0018769
2.5,-36,0.0003967
2.5,-35,0.0023251
2.5,-34,0.0055076
2.5,-33,0.0025727
2.5,-32,0.0029642
2.5,-31,0.0065633
2.5,-30,0.0031445
2.5,-29,0.0036387
2.5,-28,0.0078992
2.5,-27,0.0036608
2.5,-26,0.0012379
2.5,-25,0.0046668
2.5,-24,0.0102810
2.5,-23,0.0052782
2.5,-22,0.0061472
2.5,-21,0.0126595
2.5,-20,0.0063101
2.5,-19,0.0027077
2.5,-18,0.0081043
2.5,-17,0.0169030
2.5,-16,0.0091451
2.5,-15,0.0106899
2.5,-14,0.0211400
2.5,-13,0.0109400
2.5,-12,0.0051425
2.5,-11,0.0141315
2.5,-10,0.0287893
2.5,-9,0.0156688
2.5,-8,0.0186075
2.5,-7,0.0367518
2.5,-6,0.0185939
2.5,-5,0.0082448
2.5,-4,0.0252101
2.5,-3,0.0528908
2.5,-2,0.0256601
2.5,-1,0.0081883
2.5,0,0.0009012
2.5,1,0.0093118
2.5,2,0.0451096
2.5,3,0.0815378
2.5,4,0.0364492
2.5,5,0.0085683
2.5,6,0.0215317
2.5,7,0.0449857
2.5,8,0.0220600
2.5,9,0.0177838
2.5,10,0.0336795
2.5,11,0.0163170
2.5,12,0.0056550
2.5,13,0.0123810
2.5,14,0.0242112
2.5,15,0.0123480
2.5,16,0.0105018
2.5,17,0.0192679
2.5,18,0.0094625
2.5,19,0.0034255
2.5,20,0.0073834
2.5,21,0.0143749
2.5,22,0.0072226
2.5,23,0.0061999
2.5,24,0.0116113
2.5,25,0.0055013
2.5,26,0.0017467
2.5,27,0.0043022
2.5,28,0.0088084
2.5,29,0.0042184
2.5,30,0.0036311
2.5,31,0.0072211
2.5,32,0.0032256
2.5,33,0.0007859
2.5,34,0.0025454
2.5,35,0.0056161
2.5,36,0.0025542
2.5,37,0.0022145
2.5,38,0.0047062
2.5,39,0.0021033
2.5,40,0.0018319
2.5,41,0.0039793
2.5,42,0.0016649
2.5,43,0.0002638
2.5,44,0.0013531
2.5,45,0.0032250
2.5,46,0.0013317
2.5,47,0.0001157
2.5,48,0.0000230
2.5,49,0.0000172
2.5,50,0.0000134
2.5,51,0.0000104
2.5,52,0.0000080
2.5,53,0.0000061
2.5,54,0.0000047
2.5,55,0.0000035
2.5,56,0.0000027
2.5,57,0.0000020
2.5,58,0.0000015
2.5,59,0.0000011
2.5,60,0.0000008
2.5,61,0.0000006
2.5,62,0.0000004
2.5,63,0.0000003
2.5,64,0.0000002
2.5,65,0.0000002
2.5,66,0.0000001
2.5,67,0.0000001
2.5,68,0.0000001
2.5,69,0.0000000
2.5,70,0.0000000
2.5,71,0.0000000
2.5,72,0.0000000
2.5,73,0.0000000
2.5,74,0.0000000
3.0,-75,0.0000000
3.0,-74,0.0000000
3.0,-73,0.0000000
3.0,-72,0.0000000
3.0,-71,0.0000000
3.0,-70,0.0000000
3.0,-69,0.0000000
3.0,-68,0.0000000
3.0,-67,0.0000000
3.0,-66,0.0000000
3.0,-65,0.0000000
3.0,-64,0.0000000
3.0,-63,0.0000001
3.0,-62,0.0000001
3.0,-61,0.0000001
3.0,-60,0.0000002
3.0,-59,0.0000002
3.0,-58,0.0000003
3.0,-57,0.0000004
3.0,-56,0.0000006
3.0,-55,0.0000008
3.0,-54,0.0000011
3.0,-53,0.0000014
3.0,-52,0.0000019
3.0,-51,0.0000026
3.0,-50,0.0000034
3.0,-49,0.0000045
3.0,-48,0.0000060
3.0,-47,0.0000078
3.0,-46,0.0000111
3.0,-45,0.0000963
3.0,-44,0.0012450
3.0,-43,0.0031237
3.0,-42,0.0026035
3.0,-41,0.0034284
3.0,-40,0.0014996
3.0,-39,0.0017061
3.0,-38,0.0038963
3.0,-37,0.0016471
3.0,-36,0.0003408
3.0,-35,0.0020371
3.0,-34,0.0048374
3.0,-33,0.0022510
3.0,-32,0.0025916
3.0,-31,0.0057548
3.0,-30,0.0027446
3.0,-29,0.0031738
3.0,-28,0.0069139
3.0,-27,0.0031866
3.0,-26,0.0010543
3.0,-25,0.0040583
3.0,-24,0.0089788
3.0,-23,0.0045875
3.0,-22,0.0053412
3.0,-21,0.0110407
3.0,-20,0.0054787
3.0,-19,0.0023222
3.0,-18,0.0070349
3.0,-17,0.0147198
3.0,-16,0.0079444
3.0,-15,0.0092829
3.0,-14,0.0183918
3.0,-13,0.0095098
3.0,-12,0.0044634
3.0,-11,0.0122721
3.0,-10,0.0250036
3.0,-9,0.0136276
3.0,-8,0.0161478
3.0,-7,0.0318412
3.0,-6,0.0161701
3.0,-5,0.0072355
3.0,-4,0.0217655
3.0,-3,0.0454748
3.0,-2,0.0221998
3.0,-1,0.0072712
3.0,0,0.0008142
3.0,1,0.0090076
3.0,2,0.0499472
3.0,3,0.1077865
3.0,4,0.0450098
3.0,5,0.0092895
3.0,6,0.0227481
3.0,7,0.0478477
3.0,8,0.0233391
3.0,9,0.0186510
3.0,10,0.0354611
3.0,11,0.0171238
3.0,12,0.0058653
3.0,13,0.0129288
3.0,14,0.0253516
3.0,15,0.0129190
3.0,16,0.0109703
3.0,17,0.0201385
3.0,18,0.0098990
3.0,19,0.0035952
3.0,20,0.0077199
3.0,21,0.0150043
3.0,22,0.0075575
3.0,23,0.0064860
3.0,24,0.0121097
3.0,25,0.0057588
3.0,26,0.0018549
3.0,27,0.0045027
3.0,28,0.0091740
3.0,29,0.0044107
3.0,30,0.0037955
3.0,31,0.0075108
3.0,32,0.0033694
3.0,33,0.0008393
3.0,34,0.0026559
3.0,35,0.0058293
3.0,36,0.0026597
3.0,37,0.0023044
3.0,38,0.0048768
3.0,39,0.0021852
3.0,40,0.0019017
3.0,41,0.0041172
3.0,42,0.0017263
3.0,43,0.0002783
3.0,44,0.0014008
3.0,45,0.0033307
3.0,46,0.0013770
3.0,47,0.0001222
3.0,48,0.0000260
3.0,49,0.0000196
3.0,50,0.0000153
3.0,51,0.0000119
3.0,52,0.0000092
3.0,53,0.0000070
3.0,54,0.0000054
3.0,55,0.0000041
3.0,56,0.0000031
3.0,57,0.0000023
3.0,58,0.0000017
3.0,59,0.0000013
3.0,60,0.0000010
3.0,61,0.0000007
3.0,62,0.0000005
3.0,63,0.0000004
3.0,64,0.0000003
3.0,65,0.0000002
3.0,66,0.0000001
3.0,67,0.0000001
3.0,68,0.0000001
3.0,69,0.0000001
3.0,70,0.0000000
3.0,71,0.0000000
3.0,72,0.0000000
3.0,73,0.0000000
3.0,74,0.0000000
3.5,-75,0.0000000
3.5,-74,0.0000000
3.5,-73,0.0000000
3.5,-72,0.0000000
3.5,-71,0.0000000
3.5,-70,0.0000000
3.5,-69,0.0000000
3.5,-68,0.0000000
3.5,-67,0.0000000
3.5,-66,0.0000000
3.5,-65,0.0000000
3.5,-64,0.0000000
3.5,-63,0.0000001
3.5,-62,0.0000001
3.5,-61,0.0000001
3.5,-60,0.0000001
3.5,-59,0.0000002
3.5,-58,0.0000003
3.5,-57,0.0000004
3.5,-56,0.0000005
3.5,-55,0.0000007
3.5,-54,0.0000009
3.5,-53,0.0000012
3.5,-52,0.0000016
3.5,-51,0.0000022
3.5,-50,0.0000029
3.5,-49,0.0000039
3.5,-48,0.0000051
3.5,-47,0.0000067
3.5,-46,0.0000096
3.5,-45,0.0000905
3.5,-44,0.0011846
3.5,-43,0.0029739
3.5,-42,0.0024773
3.5,-41,0.0032619
3.5,-40,0.0014243
3.5,-39,0.0016192
3.5,-38,0.0037024
3.5,-37,0.0015609
3.5,-36,0.0003164
3.5,-35,0.0019273
3.5,-34,0.0045875
3.5,-33,0.0021270
3.5,-32,0.0024468
3.5,-31,0.0054484
3.5,-30,0.0025869
3.5,-29,0.0029894
3.5,-28,0.0065342
3.5,-27,0.0029953
3.5,-26,0.0009691
3.5,-25,0.0038106
3.5,-24,0.0084668
3.5,-23,0.0043047
3.5,-22,0.0050105
3.5,-21,0.0103962
3.5,-20,0.0051349
3.5,-19,0.0021483
3.5,-18,0.0065919
3.5,-17,0.0138394
3.5,-16,0.0074493
3.5,-15,0.0087013
3.5,-14,0.0172751
3.5,-13,0.0089221
3.5,-12,0.0041779
3.5,-11,0.0115043
3.5,-10,0.0234477
3.5,-9,0.0127940
3.5,-8,0.0151303
3.5,-7,0.0297944
3.5,-6,0.0151827
3.5,-5,0.0068507
3.5,-4,0.0203075
3.5,-3,0.0422666
3.5,-2,0.0207564
3.5,-1,0.0069650
3.5,0,0.0007940
3.5,1,0.0081413
3.5,2,0.0397113
3.5,3,0.0888654
3.5,4,0.0404279
3.5,5,0.0097200
3.5,6,0.0263288
3.5,7,0.0557998
3.5,8,0.0270629
3.5,9,0.0214075
3.5,10,0.0408678
3.5,11,0.0196636
3.5,12,0.0066468
3.5,13,0.0147623
3.5,14,0.0290354
3.5,15,0.0147798
3.5,16,0.0125282
3.5,17,0.0230176
3.5,18,0.0113214
3.5,19,0.0041217
3.5,20,0.0088235
3.5,21,0.0171249
3.5,22,0.0086455
3.5,23,0.0074178
3.5,24,0.0138100
3.5,25,0.0065909
3.5,26,0.0021519
3.5,27,0.0051525
3.5,28,0.0104483
3.5,29,0.0050429
3.5,30,0.0043383
3.5,31,0.0085431
3.5,32,0.0038490
3.5,33,0.0009798
3.5,34,0.0030309
3.5,35,0.0066169
3.5,36,0.0030292
3.5,37,0.0026228
3.5,38,0.0055266
3.5,39,0.0024830
3.5,40,0.0021592
3.5,41,0.0046584
3.5,42,0.0019576
3.5,43,0.0003215
3.5,44,0.0015860
3.5,45,0.0037615
3.5,46,0.0015573
3.5,47,0.0001412
3.5,48,0.0000321
3.5,49,0.0000244
3.5,50,0.0000191
3.5,51,0.0000148
3.5,52,0.0000115
3.5,53,0.0000089
3.5,54,0.0000068
3.5,55,0.0000052
3.5,56,0.0000039
3.5,57,0.0000030
3.5,58,0.0000022
3.5,59,0.0000017
3.5,60,0.0000012
3.5,61,0.0000009
3.5,62,0.0000007
3.5,63,0.0000005
3.5,64,0.0000004
3.5,65,0.0000003
3.5,66,0.0000002
3.5,67,0.0000001
3.5,68,0.0000001
3.5,69,0.0000001
3.5,70,0.0000001
3.5,71,0.0000000
3.5,72,0.0000000
3.5,73,0.0000000
3.5,74,0.0000000
4.0,-75,0.0000000
4.0,-74,0.0000000
4.0,-73,0.0000000
4.0,-72,0.0000000
4.0,-71,0.0000000
4.0,-70,0.0000000
4.0,-69,0.0000000
4.0,-68,0.0000000
4.0,-67,0.0000000
4.0,-66,0.0000000
4.0,-65,0.0000000
4.0,-64,0.0000000
4.0,-63,0.0000000
4.0,-62,0.0000001
4.0,-61,0.0000001
4.0,-60,0.0000001
4.0,-59,0.0000002
4.0,-58,0.0000002
4.0,-57,0.0000003
4.0,-56,0.0000004
4.0,-55,0.0000006
4.0,-54,0.0000008
4.0,-53,0.0000011
4.0,-52,0.0000014
4.0,-51,0.0000019
4.0,-50,0.0000026
4.0,-49,0.0000034
4.0,-48,0.0000045
4.0,-47,0.0000059
4.0,-46,0.0000087
4.0,-45,0.0000889
4.0,-44,0.0011780
4.0,-43,0.0029592
4.0,-42,0.0024638
4.0,-41,0.0032436
4.0,-40,0.0014140
4.0,-39,0.0016063
4.0,-38,0.0036772
4.0,-37,0.0015463
4.0,-36,0.0003073
4.0,-35,0.0019063
4.0,-34,0.0045476
4.0,-33,0.0021010
4.0,-32,0.0024151
4.0,-31,0.0053919
4.0,-30,0.0025490
4.0,-29,0.0029435
4.0,-28,0.0064552
4.0,-27,0.0029431
4.0,-26,0.0009308
4.0,-25,0.0037400
4.0,-24,0.0083454
4.0,-23,0.0042220
4.0,-22,0.0049126
4.0,-21,0.0102320
4.0,-20,0.0050296
4.0,-19,0.0020753
4.0,-18,0.0064549
4.0,-17,0.0135995
4.0,-16,0.0072988
4.0,-15,0.0085229
4.0,-14,0.0169590
4.0,-13,0.0087461
4.0,-12,0.0040830
4.0,-11,0.0112695
4.0,-10,0.0229839
4.0,-9,0.0125515
4.0,-8,0.0148175
4.0,-7,0.0291473
4.0,-6,0.0148992
4.0,-5,0.0067741
4.0,-4,0.0198184
4.0,-3,0.0411042
4.0,-2,0.0202996
4.0,-1,0.0069665
4.0,0,0.0008092
4.0,1,0.0079855
4.0,2,0.0364894
4.0,3,0.0808534
4.0,4,0.0366187
4.0,5,0.0096155
4.0,6,0.0279127
4.0,7,0.0596139
4.0,8,0.0287353
4.0,9,0.0224590
4.0,10,0.0430529
4.0,11,0.0206337
4.0,12,0.0068724
4.0,13,0.0153904
4.0,14,0.0303731
4.0,15,0.0154391
4.0,16,0.0130610
4.0,17,0.0240231
4.0,18,0.0118202
4.0,19,0.0043097
4.0,20,0.0092050
4.0,21,0.0178454
4.0,22,0.0090282
4.0,23,0.0077439
4.0,24,0.0143792
4.0,25,0.0068861
4.0,26,0.0022774
4.0,27,0.0053827
4.0,28,0.0108652
4.0,29,0.0052643
4.0,30,0.0045277
4.0,31,0.0088729
4.0,32,0.0040150
4.0,33,0.0010441
4.0,34,0.0031586
4.0,35,0.0068586
4.0,36,0.0031506
4.0,37,0.0027261
4.0,38,0.0057191
4.0,39,0.0025767
4.0,40,0.0022389
4.0,41,0.0048130
4.0,42,0.0020274
4.0,43,0.0003393
4.0,44,0.0016400
4.0,45,0.0038790
4.0,46,0.0016082
4.0,47,0.0001493
4.0,48,0.0000362
4.0,49,0.0000276
4.0,50,0.0000217
4.0,51,0.0000169
4.0,52,0.0000131
4.0,53,0.0000101
4.0,54,0.0000078
4.0,55,0.0000060
4.0,56,0.0000045
4.0,57,0.0000034
4.0,58,0.0000026
4.0,59,0.0000019
4.0,60,0.0000014
4.0,61,0.0000011
4.0,62,0.0000008
4.0,63,0.0000006
4.0,64,0.0000004
4.0,65,0.0000003
4.0,66,0.0000002
4.0,67,0.0000002
4.0,68,0.0000001
4.0,69,0.0000001
4.0,70,0.0000001
4.0,71,0.0000000
4.0,72,0.0000000
4.0,73,0.0000000
4.0,74,0.0000000
4.5,-75,0.0000000
4.5,-74,0.0000000
4.5,-73,0.0000000
4.5,-72,0.0000000
4.5,-71,0.0000000
4.5,-70,0.0000000
4.5,-69,0.0000000
4.5,-68,0.0000000
4.5,-67,0.0000000
4.5,-66,0.0000000
4.5,-65,0.0000000
4.5,-64,0.0000000
4.5,-63,0.0000000
4.5,-62,0.0000001
4.5,-61,0.0000001
4.5,-60,0.0000001
4.5,-59,0.0000001
4.5,-58,0.0000002
4.5,-57,0.0000003
4.5,-56,0.0000004
4.5,-55,0.0000005
4.5,-54,0.0000007
4.5,-53,0.0000009
4.5,-52,0.0000013
4.5,-51,0.0000017
4.5,-50,0.0000023
4.5,-49,0.0000030
4.5,-48,0.0000040
4.5,-47,0.0000053
4.5,-46,0.0000078
4.5,-45,0.0000873
4.5,-44,0.0011685
4.5,-43,0.0029370
4.5,-42,0.0024441
4.5,-41,0.0032173
4.5,-40,0.0014004
4.5,-39,0.0015897
4.5,-38,0.0036431
4.5,-37,0.0015283
4.5,-36,0.0002979
4.5,-35,0.0018811
4.5,-34,0.0044969
4.5,-33,0.0020706
4.5,-32,0.0023782
4.5,-31,0.0053231
4.5,-30,0.0025059
4.5,-29,0.0028916
4.5,-28,0.0063616
4.5,-27,0.0028851
4.5,-26,0.0008915
4.5,-25,0.0036620
4.5,-24,0.0082056
4.5,-23,0.0041306
4.5,-22,0.0048045
4.5,-21,0.0100453
4.5,-20,0.0049135
4.5,-19,0.0019981
4.5,-18,0.0063038
4.5,-17,0.0133296
4.5,-16,0.0071315
4.5,-15,0.0083253
4.5,-14,0.0166061
4.5,-13,0.0085490
4.5,-12,0.0039757
4.5,-11,0.0110093
4.5,-10,0.0224732
4.5,-9,0.0122794
4.5,-8,0.0144738
4.5,-7,0.0284487
4.5,-6,0.0145825
4.5,-5,0.0066757
4.5,-4,0.0193035
4.5,-3,0.0399089
4.5,-2,0.0198147
4.5,-1,0.0069431
4.5,0,0.0008224
4.5,1,0.0078667
4.5,2,0.0341349
4.5,3,0.0750041
4.5,4,0.0342507
4.5,5,0.0094813
4.5,6,0.0293767
4.5,7,0.0632445
4.5,8,0.0302829
4.5,9,0.0233301
4.5,10,0.0449090
4.5,11,0.0214316
4.5,12,0.0070217
4.5,13,0.0158673
4.5,14,0.0314300
4.5,15,0.0159493
4.5,16,0.0134623
4.5,17,0.0247956
4.5,18,0.0122014
4.5,19,0.0044512
4.5,20,0.0094928
4.5,21,0.0183883
4.5,22,0.0093206
4.5,23,0.0079920
4.5,24,0.0148043
4.5,25,0.0071129
4.5,26,0.0023812
4.5,27,0.0055595
4.5,28,0.0111728
4.5,29,0.0054339
4.5,30,0.0046725
4.5,31,0.0091132
4.5,32,0.0041417
4.5,33,0.0010998
4.5,34,0.0032554
4.5,35,0.0070304
4.5,36,0.0032409
4.5,37,0.0028025
4.5,38,0.0058529
4.5,39,0.0026446
4.5,40,0.0022963
4.5,41,0.0049176
4.5,42,0.0020766
4.5,43,0.0003544
4.5,44,0.0016771
4.5,45,0.0039556
4.5,46,0.0016425
4.5,47,0.0001562
4.5,48,0.0000403
4.5,49,0.0000309
4.5,50,0.0000243
4.5,51,0.0000190
4.5,52,0.0000148
4.5,53,0.0000115
4.5,54,0.0000088
4.5,55,0.0000068
4.5,56,0.0000052
4.5,57,0.0000039
4.5,58,0.0000030
4.5,59,0.0000022
4.5,60,0.0000017
4.5,61,0.0000012
4.5,62,0.0000009
4.5,63,0.0000007
4.5,64,0.0000005
4.5,65,0.0000004
4.5,66,0.0000003
4.5,67,0.0000002
4.5,68,0.0000001
4.5,69,0.0000001
4.5,70,0.0000001
4.5,71,0.0000001
4.5,72,0.0000000
4.5,73,0.0000000
4.5,74,0.0000000
5.0,-75,0.0000000
5.0,-74,0.0000000
5.0,-73,0.0000000
5.0,-72,0.0000000
5.0,-71,0.0000000
5.0,-70,0.0000000
5.0,-69,0.0000000
5.0,-68,0.0000000
5.0,-67,0.0000000
5.0,-66,0.0000000
5.0,-65,0.0000000
5.0,-64,0.0000000
5.0,-63,0.0000000
5.0,-62,0.0000000
5.0,-61,0.0000001
5.0,-60,0.0000001
5.0,-59,0.0000001
5.0,-58,0.0000002
5.0,-57,0.0000002
5.0,-56,0.0000003
5.0,-55,0.0000004
5.0,-54,0.0000006
5.0,-53,0.0000008
5.0,-52,0.0000011
5.0,-51,0.0000015
5.0,-50,0.0000020
5.0,-49,0.0000027
5.0,-48,0.0000036
5.0,-47,0.0000048
5.0,-46,0.0000072
5.0,-45,0.0000877
5.0,-44,0.0011855
5.0,-43,0.0029811
5.0,-42,0.0024797
5.0,-41,0.0032637
5.0,-40,0.0014187
5.0,-39,0.0016092
5.0,-38,0.0036914
5.0,-37,0.0015451
5.0,-36,0.0002957
5.0,-35,0.0018988
5.0,-34,0.0045483
5.0,-33,0.0020876
5.0,-32,0.0023957
5.0,-31,0.0053752
5.0,-30,0.0025201
5.0,-29,0.0029059
5.0,-28,0.0064128
5.0,-27,0.0028932
5.0,-26,0.0008732
5.0,-25,0.0036676
5.0,-24,0.0082525
5.0,-23,0.0041334
5.0,-22,0.0048058
5.0,-21,0.0100870
5.0,-20,0.0049089
5.0,-19,0.0019659
5.0,-18,0.0062956
5.0,-17,0.0133624
5.0,-16,0.0071251
5.0,-15,0.0083157
5.0,-14,0.0166302
5.0,-13,0.0085438
5.0,-12,0.0039552
5.0,-11,0.0109974
5.0,-10,0.0224746
5.0,-9,0.0122834
5.0,-8,0.0144587
5.0,-7,0.0284043
5.0,-6,0.0145954
5.0,-5,0.0067224
5.0,-4,0.0192389
5.0,-3,0.0396613
5.0,-2,0.0197911
5.0,-1,0.0070696
5.0,0,0.0008547
5.0,1,0.0079508
5.0,2,0.0330195
5.0,3,0.0720074
5.0,4,0.0331746
5.0,5,0.0095053
5.0,6,0.0298750
5.0,7,0.0648576
5.0,8,0.0308305
5.0,9,0.0233355
5.0,10,0.0451024
5.0,11,0.0214250
5.0,12,0.0068926
5.0,13,0.0157278
5.0,14,0.0312787
5.0,15,0.0158410
5.0,16,0.0133371
5.0,17,0.0246057
5.0,18,0.0121056
5.0,19,0.0044146
5.0,20,0.0094075
5.0,21,0.0182139
5.0,22,0.0092478
5.0,23,0.0079264
5.0,24,0.0146514
5.0,25,0.0070614
5.0,26,0.0023910
5.0,27,0.0055188
5.0,28,0.0110444
5.0,29,0.0053915
5.0,30,0.0046351
5.0,31,0.0089981
5.0,32,0.0041072
5.0,33,0.0011131
5.0,34,0.0032257
5.0,35,0.0069282
5.0,36,0.0032053
5.0,37,0.0027701
5.0,38,0.0057585
5.0,39,0.0026099
5.0,40,0.0022644
5.0,41,0.0048304
5.0,42,0.0020452
5.0,43,0.0003561
5.0,44,0.0016491
5.0,45,0.0038778
5.0,46,0.0016129
5.0,47,0.0001573
5.0,48,0.0000430
5.0,49,0.0000332
5.0,50,0.0000262
5.0,51,0.0000206
5.0,52,0.0000168
5.0,53,0.0000778
5.0,54,0.0009744
5.0,55,0.0023746
5.0,56,0.0009705
5.0,57,0.0000696
5.0,58,0.0000040
5.0,59,0.0000024
5.0,60,0.0000018
5.0,61,0.0000014
5.0,62,0.0000010
5.0,63,0.0000007
5.0,64,0.0000005
5.0,65,0.0000004
5.0,66,0.0000003
5.0,67,0.0000002
5.0,68,0.0000002
5.0,69,0.0000001
5.0,70,0.0000001
5.0,71,0.0000001
5.0,72,0.0000000
5.0,73,0.0000000
5.0,74,0.0000000
5.5,-75,0.0000000
5.5,-74,0.0000000
5.5,-73,0.0000000
5.5,-72,0.0000000
5.5,-71,0.0000000
5.5,-70,0.0000000
5.5,-69,0.0000000
5.5,-68,0.0000000
5.5,-67,0.0000000
5.5,-66,0.0000000
5.5,-65,0.0000000
5.5,-64,0.0000000
5.5,-63,0.0000000
5.5,-62,0.0000000
5.5,-61,0.0000001
5.5,-60,0.0000001
5.5,-59,0.0000001
5.5,-58,0.0000001
5.5,-57,0.0000002
5.5,-56,0.0000003
5.5,-55,0.0000004
5.5,-54,0.0000005
5.5,-53,0.0000007
5.5,-52,0.0000010
5.5,-51,0.0000013
5.5,-50,0.0000018
5.5,-49,0.0000024
5.5,-48,0.0000032
5.5,-47,0.0000043
5.5,-46,0.0000066
5.5,-45,0.0000878
5.5,-44,0.0011975
5.5,-43,0.0030128
5.5,-42,0.0025050
5.5,-41,0.0032964
5.5,-40,0.0014310
5.5,-39,0.0016220
5.5,-38,0.0037243
5.5,-37,0.0015555
5.5,-36,0.0002925
5.5,-35,0.0019087
5.5,-34,0.0045807
5.5,-33,0.0020960
5.5,-32,0.0024034
5.5,-31,0.0054050
5.5,-30,0.0025241
5.5,-29,0.0029082
5.5,-28,0.0064371
5.5,-27,0.0028893
5.5,-26,0.0008514
5.5,-25,0.0036579
5.5,-24,0.0082646
5.5,-23,0.0041186
5.5,-22,0.0047867
5.5,-21,0.0100858
5.5,-20,0.0048829
5.5,-19,0.0019243
5.5,-18,0.0062595
5.5,-17,0.0133374
5.5,-16,0.0070866
5.5,-15,0.0082687
5.5,-14,0.0165819
5.5,-13,0.0084991
5.5,-12,0.0039135
5.5,-11,0.0109355
5.5,-10,0.0223792
5.5,-9,0.0122311
5.5,-8,0.0143796
5.5,-7,0.0282418
5.5,-6,0.0145426
5.5,-5,0.0067338
5.5,-4,0.0190985
5.5,-3,0.0392711
5.5,-2,0.0196892
5.5,-1,0.0071592
5.5,0,0.0008842
5.5,1,0.0080136
5.5,2,0.0320296
5.5,3,0.0693649
5.5,4,0.0322258
5.5,5,0.0104009
5.5,6,0.0308082
5.5,7,0.0674779
5.5,8,0.0318192
5.5,9,0.0235476
5.5,10,0.0456858
5.5,11,0.0215951
5.5,12,0.0068082
5.5,13,0.0156978
5.5,14,0.0313539
5.5,15,0.0158426
5.5,16,0.0133006
5.5,17,0.0245858
5.5,18,0.0120898
5.5,19,0.0044030
5.5,20,0.0093825
5.5,21,0.0181622
5.5,22,0.0092352
5.5,23,0.0079119
5.5,24,0.0145969
5.5,25,0.0070558
5.5,26,0.0024146
5.5,27,0.0055140
5.5,28,0.0109906
5.5,29,0.0053849
5.5,30,0.0046286
5.5,31,0.0089444
5.5,32,0.0041004
5.5,33,0.0011337
5.5,34,0.0032180
5.5,35,0.0068740
5.5,36,0.0031919
5.5,37,0.0027569
5.5,38,0.0057042
5.5,39,0.0025934
5.5,40,0.0022485
5.5,41,0.0047771
5.5,42,0.0020282
5.5,43,0.0003606
5.5,44,0.0016328
5.5,45,0.0038273
5.5,46,0.0015947
5.5,47,0.0001596
5.5,48,0.0000463
5.5,49,0.0000359
5.5,50,0.0000284
5.5,51,0.0000223
5.5,52,0.0000182
5.5,53,0.0000778
5.5,54,0.0009591
5.5,55,0.0023354
5.5,56,0.0009548
5.5,57,0.0000690
5.5,58,0.0000043
5.5,59,0.0000027
5.5,60,0.0000020
5.5,61,0.0000015
5.5,62,0.0000011
5.5,63,0.0000008
5.5,64,0.0000006
5.5,65,0.0000004
5.5,66,0.0000003
5.5,67,0.0000002
5.5,68,0.0000002
5.5,69,0.0000001
5.5,70,0.0000001
5.5,71,0.0000001
5.5,72,0.0000000
5.5,73,0.0000000
5.5,74,0.0000000
6.0,-75,0.0000000
6.0,-74,0.0000000
6.0,-73,0.0000000
6.0,-72,0.0000000
6.0,-71,0.0000000
6.0,-70,0.0000000
6.0,-69,0.0000000
6.0,-68,0.0000000
6.0,-67,0.0000000
6.0,-66,0.0000000
6.0,-65,0.0000000
6.0,-64,0.0000000
6.0,-63,0.0000000
6.0,-62,0.0000000
6.0,-61,0.0000000
6.0,-60,0.0000001
6.0,-59,0.0000001
6.0,-58,0.0000001
6.0,-57,0.0000002
6.0,-56,0.0000002
6.0,-55,0.0000003
6.0,-54,0.0000005
6.0,-53,0.0000006
6.0,-52,0.0000009
6.0,-51,0.0000012
