Rank,Team,ADJ EPA Per Play
812,NE ( 2023 ),-0.122
813,NYJ ( 2023 ),-0.122
814,LA ( 2009 ),-0.13
815,MIA ( 2004 ),-0.131
816,LA ( 2016 ),-0.133
817,LV ( 2006 ),-0.138
818,NYG ( 2013 ),-0.14
819,ARI ( 2010 ),-0.141
820,LA ( 2008 ),-0.147
821,DAL ( 2002 ),-0.156
822,NYJ ( 2020 ),-0.158
823,CAR ( 2010 ),-0.166
824,CLE ( 2024 ),-0.168
825,ARI ( 2012 ),-0.17
826,HOU ( 2002 ),-0.175
827,LA ( 2011 ),-0.184
828,ARI ( 2018 ),-0.208
829,CHI ( 2004 ),-0.217
