WAS,GB,BAL,BUF,PIT,CIN,TB,LA,MIN,PHI,NO,NYJ,SF,IND,ATL,KC,DAL,DET,HOU,SEA,ARI,JAX,DEN,NE,LAC,LV,NYG,TEN,CAR,CHI,CLE,MIA
0.16890088368446082,0.1021589321767558,0.08656599871649794,0.07768513832590168,0.07739296289093366,0.06650521144557996,0.05962258947636445,0.05819041973534609,0.05811293290650764,0.056159518215620666,0.05502542714677879,0.052678675709924586,0.05266746983978789,0.05239506469005999,0.05197784986572622,0.05122365299709107,0.04211320702781067,0.03436998748391234,0.02168728497440555,0.005863538494541026,-0.008982837858236961,-0.02168598207066345,-0.03913982993132207,-0.04929577800612285,-0.0689970754668002,-0.07316193385937782,-0.07825714575601438,-0.08697875858148763,-0.09446415727294885,-0.14961071508911444,-0.16698639118853556,-0.17616059927727085
