MIN,DEN,NO,LAC,CHI,TB,BUF,SEA,CLE,DET,LV,ATL,DAL,BAL,NYJ,KC,NYG,ARI,TEN,PHI,NE,PIT,GB,HOU,IND,SF,CAR,MIA,CIN,WAS,JAX,LA
0.22328545342503311,0.21930721413775,0.1744140127303257,0.14425349803036572,0.13537697632740026,0.08629401370491255,0.08122408150195896,0.0780570495230559,0.053343499186285864,0.05266584479034167,0.043195533769821,0.04161045794485295,0.03771922760060385,0.026215872362519266,0.020006409598836483,0.014109261294994397,-0.002543116491475768,-0.002739798172743224,-0.004717521761983159,-0.011622548953577241,-0.019846326569635128,-0.02979737965353712,-0.03635959966058,-0.04215951786450772,-0.04923926693320109,-0.06145219787662808,-0.07581461357860253,-0.11217091840182696,-0.142809157534617,-0.1441288710730409,-0.1577876888942075,-0.3200613534994926
