WAS,IND,GB,KC,CIN,BUF,LA,BAL,TEN,SEA,PHI,DET,SF,MIN,DAL,NYJ,LAC,JAX,NO,TB,CLE,PIT,ARI,DEN,CAR,NE,ATL,HOU,CHI,NYG,MIA,LV
0.19597749160487374,0.1734329165872151,0.1721226090673011,0.16113819542765662,0.1544658357021419,0.1520656332798031,0.14083037088457176,0.1323968721938924,0.11274419204648294,0.07224073336819836,0.061661141180294046,0.05935439374406021,0.05710186188395047,0.0568453123524371,0.05205473435921958,0.050688615236553325,0.047349367191252933,0.04534459691407518,0.03456709602917304,0.02726841591243663,0.01682351737683429,0.015625205512864282,0.014187111858170417,-0.012052679953750207,-0.026051609085225705,-0.03947888839397862,-0.0451528916911062,-0.08088372405752796,-0.08226120684561682,-0.19044846395130327,-0.20937039597689777,-0.3602969342637976
