WAS,PIT,ATL,NO,TB,MIN,GB,SF,HOU,BUF,NYJ,BAL,PHI,DAL,LV,LA,CIN,DET,KC,IND,ARI,NYG,SEA,JAX,DEN,NE,LAC,CAR,MIA,TEN,CHI,CLE
0.14906723956226514,0.13433248435227718,0.08977784778013871,0.08497564414870172,0.0712222091991146,0.06600080751135667,0.06132325422314096,0.06110684768697369,0.056073176653140495,0.05372299761498184,0.05243713736932248,0.04529556756200694,0.04332701817074986,0.03537411548963443,0.030425290420239177,0.017864789785123358,0.01388654549016563,0.010878050580555354,-0.003058981451057789,-0.01068969588084135,-0.014987004546892085,-0.02760495097714218,-0.029848185087605582,-0.04684905791819485,-0.048674350682504475,-0.05076231135240579,-0.12953692181291912,-0.13420865376537272,-0.15829914199566456,-0.1894502803537585,-0.1957072841676754,-0.23454010873458303
