MIN,NO,PIT,GB,DEN,BAL,BUF,LAC,KC,TB,WAS,DET,ATL,SEA,PHI,NYJ,SF,IND,ARI,DAL,CIN,HOU,CHI,NE,LV,NYG,TEN,JAX,CLE,CAR,LA,MIA
0.23080452284933856,0.16380912264739225,0.11745518469423243,0.11162913266637908,0.10358499565820145,0.09808592998963374,0.08308169584673755,0.07764366379931209,0.07181465065630464,0.0674769852236462,0.06491654641737991,0.0638393797795308,0.053840635539064076,0.0327002677602478,0.030195732068287594,0.028997402514759393,0.02587176865631457,0.020450220578234514,0.005217054045983993,-0.004195478574268635,-0.045081795521921236,-0.05116754789919129,-0.0583176060755468,-0.06480047833073137,-0.0681828136661084,-0.08679826309647252,-0.10894126651353786,-0.16339895760445725,-0.17016577207757128,-0.18217227546284728,-0.190169134829997,-0.2163443973082207
