MIN,LAC,DEN,NO,CHI,PIT,DET,SEA,KC,ARI,BAL,GB,TB,BUF,LV,ATL,CLE,NYG,NE,TEN,NYJ,PHI,SF,IND,MIA,DAL,HOU,CAR,WAS,CIN,JAX,LA
0.1726915899428309,0.1466407392661123,0.1427248255895235,0.10878369550061345,0.09129310901356764,0.04006222180329877,0.029469392295618464,0.026836729265706773,0.020590997659213572,0.014199891904220954,0.0115199312731358,0.009470200489623291,0.007854395747281744,0.005396557520835871,0.004979120193269423,0.0018627856733378564,-0.0031793808890357295,-0.008541117340458154,-0.015504700324608517,-0.021962507932050235,-0.023681273195165192,-0.025963786147333072,-0.026795701183473318,-0.03194484411182548,-0.04018379803094984,-0.046308685602079305,-0.07285483287359684,-0.08770811818989843,-0.10398433726708091,-0.11158700696750119,-0.1417129755337938,-0.2483595545653431
