QB Name,GP,Total Adj EPA,Adj EPA Per Touch,Adj EPA Per Play
B.Purdy,10,111.15592735573193,0.3767997537482438,0.14417111200484037
J.Allen,11,119.70215283781353,0.29925538209453384,0.13838399172001564
D.Prescott,10,86.21668113099916,0.2388273715540143,0.10300678749223317
P.Mahomes,10,82.09082698702566,0.21048929996673246,0.10035553421396781
J.Hurts,10,81.15021990659835,0.2292379093406733,0.09695366774981883
J.Herbert,10,79.767218949158,0.20936277939411552,0.09680487736548302
T.Tagovailoa,10,72.60000191202812,0.20000000526729508,0.09097744600504777
C.Stroud,10,63.02177135391604,0.16497845904166503,0.0760214370976068
K.Cousins,8,47.07671732949726,0.143526577224077,0.07437080146840008
B.Mayfield,10,46.435086503023335,0.12449084853357463,0.05768333727083644
A.Richardson,4,18.000037275875986,0.19354878791264502,0.05660389080464147
J.Goff,10,43.237891175813246,0.11378392414687696,0.05153503119882389
J.Love,10,33.77824553194975,0.09254313844369795,0.04211751313210692
A.Dalton,2,8.192781500413002,0.13430789344939348,0.04179990561435205
T.Heinicke,3,10.36910293125409,0.131254467484229,0.040035146452718495
L.Jackson,11,29.620719048137552,0.0900325806934272,0.03291191005348617
R.Wilson,10,21.7625291340581,0.06594705798199424,0.028226367229647338
M.Stafford,9,18.8187805605941,0.056854321935329605,0.025362237952283154
S.Howell,11,21.682507318275853,0.04380304508742597,0.02318984739922551
G.Smith,10,16.15238397183496,0.04537186508942405,0.020317464115515674
J.Burrow,10,14.89980357183461,0.03830283694559026,0.01867143304741179
T.Lawrence,10,10.530403445199092,0.029496928417924628,0.012626383027816657
D.Carr,10,5.308719258320856,0.014912132748092293,0.00610197615898949
D.Watson,6,2.318831350486393,0.01214047827479787,0.0042084053547847425
J.Fields,7,2.2490336682932224,0.010608649378741616,0.003994731204783698
T.Taylor,6,-2.9016058201641126,-0.029913462063547554,-0.002936847996117523
G.Minshew,9,-4.664369725703885,-0.017211696404811384,-0.006034113487327148
K.Murray,2,-1.0527667246100192,-0.015257488762464046,-0.0069719650636425115
J.Dobbs,11,-15.133364877558837,-0.0388034996860483,-0.00852583936763878
D.Ridder,9,-12.000511223706937,-0.04395791657035508,-0.015810950228862895
J.Garoppolo,6,-8.382478536679915,-0.04605757437736217,-0.0192258682033943
T.Bagent,5,-14.241165610294619,-0.09557829268654107,-0.034650037981252116
A.O'Connell,5,-14.926757076489274,-0.09447314605372958,-0.037789258421491834
W.Levis,4,-12.060623174784466,-0.08868105275576812,-0.038905236047691825
M.Jones,10,-41.40214877171929,-0.11931454977440717,-0.052012749713215185
R.Tannehill,6,-27.994224502982473,-0.15815946046882753,-0.062071451226125215
K.Pickett,10,-53.40969449250596,-0.1762696187871484,-0.06963454301500126
P.Walker,4,-27.460201208270128,-0.26152572579304884,-0.07361984238142126
T.DeVito,4,-27.191874737523683,-0.26658700723062434,-0.0844468159550425
B.Young,9,-71.34509209350759,-0.20040756206041457,-0.0953811391624433
D.Jones,6,-53.64610212216006,-0.28086964461863906,-0.11015626719129376
Z.Wilson,10,-95.86215140583207,-0.26481257294428745,-0.12274283150554682
D.Thompson-Robinson,3,-34.69426239067683,-0.4081677928314922,-0.1299410576429844
