TB,KC,LA,GB,IND,NE,BUF,ARI,SF,LAC,PHI,MIN,DAL,DEN,TEN,SEA,CLE,BAL,WAS,LV,CIN,PIT,NYJ,NO,NYG,ATL,MIA,CHI,JAX,CAR,DET,HOU
0.11490543784477544,0.1116124561670214,0.08673019578814214,0.085592108029856,0.07622431893157025,0.06770436589618622,0.06418631147564693,0.06399125152445248,0.05527068831628952,0.04761780574659857,0.041128677696722425,0.03589529359130429,0.030211470319491576,0.025039129273467842,0.021703723868825523,0.021095638334648746,0.018337604487452443,0.01368863076758815,0.009246514535314321,-0.018278955151583266,-0.019688921198717988,-0.026396303898753387,-0.03456308386736984,-0.03537683038853227,-0.0373548116424522,-0.03882936528217705,-0.03946119034078051,-0.07745673479419911,-0.08321129201223959,-0.0878180537354955,-0.08891151461833109,-0.13792050050025165
