IND,PHI,TB,BUF,CLE,KC,TEN,GB,SEA,BAL,LAC,NE,SF,CAR,ARI,CHI,NYJ,NO,WAS,NYG,JAX,PIT,DEN,DAL,MIN,DET,LA,CIN,MIA,ATL,HOU,LV
0.17701119390958592,0.13944072048541156,0.12555879989045832,0.12076692318589849,0.11057609364141,0.09914076225820252,0.09841724650446537,0.07896036314272983,0.07520376651780566,0.06581763701365148,0.06483801875480194,0.05753994333063558,0.05582843401302337,0.05286948860267276,0.0495898893162148,0.04257807952903844,0.039477515104797606,0.0360433860595597,0.030511809380506343,0.02374933114632597,0.015718592961267194,0.012071762446583943,0.011204621453476234,0.007824691902895364,-0.013150907606794507,-0.013384120691303764,-0.03023848933316569,-0.03902503878954512,-0.059760687893220726,-0.0882347796892678,-0.10534114070259581,-0.10587815172744705
