NE,BUF,TB,ARI,LA,DAL,KC,GB,IND,LAC,DEN,NO,SEA,TEN,PHI,SF,MIN,CIN,BAL,CLE,WAS,CAR,PIT,NYG,MIA,LV,CHI,ATL,DET,JAX,NYJ,HOU
0.15955178241422846,0.1537359365578635,0.1282929072654272,0.12112554672820036,0.11017202487712055,0.10115948194007755,0.09880875488215723,0.07601783591507867,0.05755583310283069,0.036529694121291104,0.03365104661538636,0.0291325659180472,0.02727731022063222,0.021540346734407953,0.02000075927467378,0.018105908814684726,0.01641714198775867,0.012478739489874099,0.0017924089362765499,-0.007313488459454686,-0.03836782501491799,-0.038448388247367044,-0.05088201867344515,-0.05528804183728615,-0.08775860246797121,-0.10071324590403088,-0.10538808421375812,-0.12036107523869248,-0.15754700161872948,-0.1575815924891149,-0.17251122631521712,-0.17424661181888274
