SF,DAL,PHI,MIA,JAX,BUF,KC,GB,BAL,HOU,DET,CIN,LAC,TEN,TB,DEN,SEA,LA,MIN,IND,NO,WAS,ATL,LV,PIT,ARI,CLE,CHI,CAR,NYJ,NYG,NE
0.2596718058175387,0.16649538650063098,0.1517760840242254,0.1445109021386391,0.1151738934991976,0.09034832715752047,0.08315805915633243,0.08261788113845836,0.07896993953688908,0.074740598991308,0.07250132068783013,0.06821213229701609,0.06463770106940397,0.061893143074182984,0.04659434523844017,0.04233411324378731,0.0362095892436025,0.03295184075408429,0.020194730111064194,0.014260407656428234,-0.03402522798907438,-0.040013629672418866,-0.04033640790943471,-0.05305687613998545,-0.06200542954505732,-0.07427215772317124,-0.07886334678039285,-0.09393053635392887,-0.11865133175057828,-0.12199135759650684,-0.15194060151780706,-0.15561845889209056
