SEA,CIN,KC,SF,NO,ARI,MIA,CAR,NYG,BUF,PIT,BAL,LA,IND,CLE,NE,PHI,TB,DEN,GB,DAL,HOU,DET,LAC,CHI,TEN,WAS,LV,NYJ,MIN,JAX,ATL
0.2022284569839184,0.1409025701335998,0.13295103019941096,0.13107882506990134,0.12363035511914981,0.1201900948159764,0.08811934390233515,0.08545966553043102,0.08238462280786538,0.07272276511717116,0.0643066850634283,0.05934880850936099,0.04187364461913941,0.04075732855869173,0.03899625991249105,0.03595753627380848,0.02747873075947803,0.02330305749905638,0.014804062774304835,0.013812904307400564,0.011612197597925804,0.003146117467904941,-0.0011781199633673217,-0.00234801497093233,-0.0026747497072526077,-0.009002419732455705,-0.009911568387719033,-0.03046031691389829,-0.03753488097444714,-0.04998862448311349,-0.05985566383410122,-0.0652698946719856
