DEN,LAC,NE,SF,SEA,PIT,PHI,NO,IND,CAR,CHI,ATL,GB,KC,MIA,CIN,DAL,DET,ARI,BAL,TEN,LA,MIN,TB,LV,CLE,JAX,NYJ,BUF,NYG,WAS,HOU
0.1740245857887829,0.1381041445964555,0.08614075915166858,0.0740834656805618,0.04666981498867547,0.03224288884028262,0.02816754578915956,0.020923147860687608,0.01185833802078131,0.003233202960013226,0.0011293398365922191,-0.0076527828784622234,-0.008236237715809447,-0.021332898999236738,-0.024739748971352376,-0.02829248365468668,-0.028309092238120656,-0.029899683029144128,-0.03875280985912167,-0.04040595130055222,-0.04738686810394322,-0.05596606361345041,-0.09709183542509833,-0.10372218328489326,-0.13495051044522421,-0.13769006743376594,-0.14572770123549722,-0.14905698157367128,-0.1584731479530055,-0.1598140890098993,-0.17967544323613469,-0.18925361914519923
