SEA,ARI,CIN,SF,KC,CAR,NO,NYG,BAL,LA,BUF,MIA,DET,PHI,DEN,PIT,TB,HOU,CLE,NE,IND,NYJ,WAS,DAL,LV,TEN,GB,MIN,LAC,JAX,CHI,ATL
0.118643629244685,0.09033612229987859,0.085055046784381,0.08282141728373282,0.07873035333123063,0.05348259715401344,0.05320788243732562,0.053176499117361636,0.03483681098432219,0.032403716477589786,0.027915067229359367,0.020004252841208374,0.014449815254534943,0.012289598158652111,0.010828414660886673,0.007247142311213775,0.007018566287987308,0.00024006395908910544,-0.00505003150741195,-0.00957223787762831,-0.011204535266744357,-0.015383604318072223,-0.01615034069534216,-0.02769477871276797,-0.031883708166455374,-0.033608186804415775,-0.045936562218500135,-0.04949621908168479,-0.05744028452976714,-0.05754952257625774,-0.07448582519378757,-0.08295457027774397
